dup_id,canonical_id,rule,score
CHEMBL1705,CHEMBL134,InChIKeyFull,1.0
CHEMBL423157,CHEMBL134380,InChIKeyFull,1.0
CHEMBL64553,CHEMBL134807,InChIKeyFull,1.0
CHEMBL139461,CHEMBL134854,InChIKeyFull,1.0
CHEMBL139472,CHEMBL134854,InChIKeyFull,1.0
CHEMBL496527,CHEMBL134908,InChIKeyFull,1.0
CHEMBL1617574,CHEMBL1351173,InChIKeyFull,1.0
CHEMBL492459,CHEMBL13529,InChIKeyFull,1.0
CHEMBL376897,CHEMBL1354199,InChIKeyFull,1.0
CHEMBL273430,CHEMBL13549,InChIKeyFull,1.0
CHEMBL265580,CHEMBL135582,InChIKeyFull,1.0
CHEMBL1362935,CHEMBL1356785,InChIKeyFull,1.0
CHEMBL543741,CHEMBL13647,InChIKeyFull,1.0
CHEMBL3190827,CHEMBL1369123,InChIKeyFull,1.0
CHEMBL34259,CHEMBL1376974,InChIKeyFull,1.0
CHEMBL426,CHEMBL1376974,InChIKeyFull,1.0
CHEMBL421929,CHEMBL137706,InChIKeyFull,1.0
CHEMBL281232,CHEMBL1378659,InChIKeyFull,1.0
CHEMBL416288,CHEMBL1380684,InChIKeyFull,1.0
CHEMBL344885,CHEMBL138547,InChIKeyFull,1.0
CHEMBL140494,CHEMBL139656,InChIKeyFull,1.0
CHEMBL35228,CHEMBL1398478,InChIKeyFull,1.0
CHEMBL1592706,CHEMBL1398529,InChIKeyFull,1.0
CHEMBL2112911,CHEMBL139926,InChIKeyFull,1.0
CHEMBL965,CHEMBL14,InChIKeyFull,1.0
CHEMBL201556,CHEMBL1400,InChIKeyFull,1.0
CHEMBL153611,CHEMBL140072,InChIKeyFull,1.0
CHEMBL250508,CHEMBL140154,InChIKeyFull,1.0
CHEMBL558140,CHEMBL140278,InChIKeyFull,1.0
CHEMBL536047,CHEMBL140476,InChIKeyFull,1.0
CHEMBL4067375,CHEMBL140568,InChIKeyFull,1.0
CHEMBL531742,CHEMBL140979,InChIKeyFull,1.0
CHEMBL497197,CHEMBL141039,InChIKeyFull,1.0
CHEMBL4088630,CHEMBL141080,InChIKeyFull,1.0
CHEMBL242580,CHEMBL1413,InChIKeyFull,1.0
CHEMBL1794954,CHEMBL141654,InChIKeyFull,1.0
CHEMBL58,CHEMBL1417019,InChIKeyFull,1.0
CHEMBL1722965,CHEMBL1420829,InChIKeyFull,1.0
CHEMBL539077,CHEMBL1422,InChIKeyFull,1.0
CHEMBL1467405,CHEMBL1427801,InChIKeyFull,1.0
CHEMBL268229,CHEMBL1434496,InChIKeyFull,1.0
CHEMBL320393,CHEMBL143594,InChIKeyFull,1.0
CHEMBL5087452,CHEMBL1437,InChIKeyFull,1.0
CHEMBL146460,CHEMBL143837,InChIKeyFull,1.0
CHEMBL404,CHEMBL1439,InChIKeyFull,1.0
CHEMBL405978,CHEMBL143939,InChIKeyFull,1.0
CHEMBL356144,CHEMBL144073,InChIKeyFull,1.0
CHEMBL538260,CHEMBL144718,InChIKeyFull,1.0
CHEMBL91398,CHEMBL144756,InChIKeyFull,1.0
CHEMBL305881,CHEMBL1449159,InChIKeyFull,1.0
CHEMBL2021946,CHEMBL1449651,InChIKeyFull,1.0
CHEMBL92265,CHEMBL144999,InChIKeyFull,1.0
CHEMBL1489769,CHEMBL145347,InChIKeyFull,1.0
CHEMBL268356,CHEMBL1458477,InChIKeyFull,1.0
CHEMBL1621541,CHEMBL1458479,InChIKeyFull,1.0
CHEMBL374508,CHEMBL1458713,InChIKeyFull,1.0
CHEMBL542942,CHEMBL146144,InChIKeyFull,1.0
CHEMBL313984,CHEMBL146155,InChIKeyFull,1.0
CHEMBL149841,CHEMBL146573,InChIKeyFull,1.0
CHEMBL1470280,CHEMBL1466887,InChIKeyFull,1.0
CHEMBL151631,CHEMBL146746,InChIKeyFull,1.0
CHEMBL24077,CHEMBL1467585,InChIKeyFull,1.0
CHEMBL286080,CHEMBL1467585,InChIKeyFull,1.0
CHEMBL505308,CHEMBL1467585,InChIKeyFull,1.0
CHEMBL542700,CHEMBL1467585,InChIKeyFull,1.0
CHEMBL2022280,CHEMBL147463,InChIKeyFull,1.0
CHEMBL287358,CHEMBL147526,InChIKeyFull,1.0
CHEMBL3361128,CHEMBL1478023,InChIKeyFull,1.0
CHEMBL436607,CHEMBL147879,InChIKeyFull,1.0
CHEMBL3196476,CHEMBL1480,InChIKeyFull,1.0
CHEMBL342294,CHEMBL148291,InChIKeyFull,1.0
CHEMBL90901,CHEMBL14832,InChIKeyFull,1.0
CHEMBL1622128,CHEMBL1485159,InChIKeyFull,1.0
CHEMBL1538,CHEMBL1486,InChIKeyFull,1.0
CHEMBL393220,CHEMBL1487,InChIKeyFull,1.0
CHEMBL324017,CHEMBL1489369,InChIKeyFull,1.0
CHEMBL433541,CHEMBL149068,InChIKeyFull,1.0
CHEMBL19439,CHEMBL1490875,InChIKeyFull,1.0
CHEMBL22108,CHEMBL1493369,InChIKeyFull,1.0
CHEMBL564226,CHEMBL1493369,InChIKeyFull,1.0
CHEMBL228082,CHEMBL1497070,InChIKeyFull,1.0
CHEMBL224392,CHEMBL1500188,InChIKeyFull,1.0
CHEMBL57267,CHEMBL1500188,InChIKeyFull,1.0
CHEMBL346424,CHEMBL150222,InChIKeyFull,1.0
CHEMBL2370199,CHEMBL15100,InChIKeyFull,1.0
CHEMBL1794886,CHEMBL151471,InChIKeyFull,1.0
CHEMBL51483,CHEMBL1516388,InChIKeyFull,1.0
CHEMBL76370,CHEMBL1516474,InChIKeyFull,1.0
CHEMBL89768,CHEMBL15177,InChIKeyFull,1.0
CHEMBL1623028,CHEMBL1518198,InChIKeyFull,1.0
CHEMBL415879,CHEMBL1522486,InChIKeyFull,1.0
CHEMBL31410,CHEMBL15245,InChIKeyFull,1.0
CHEMBL537669,CHEMBL15245,InChIKeyFull,1.0
CHEMBL284782,CHEMBL152535,InChIKeyFull,1.0
CHEMBL2114996,CHEMBL152612,InChIKeyFull,1.0
CHEMBL264190,CHEMBL152612,InChIKeyFull,1.0
CHEMBL302703,CHEMBL152612,InChIKeyFull,1.0
CHEMBL3350355,CHEMBL152612,InChIKeyFull,1.0
CHEMBL433296,CHEMBL152612,InChIKeyFull,1.0
CHEMBL50056,CHEMBL152612,InChIKeyFull,1.0
CHEMBL94391,CHEMBL152612,InChIKeyFull,1.0
CHEMBL37251,CHEMBL152854,InChIKeyFull,1.0
CHEMBL936,CHEMBL1529,InChIKeyFull,1.0
CHEMBL154251,CHEMBL152986,InChIKeyFull,1.0
CHEMBL90,CHEMBL1533310,InChIKeyFull,1.0
CHEMBL289006,CHEMBL153466,InChIKeyFull,1.0
CHEMBL1980844,CHEMBL1541,InChIKeyFull,1.0
CHEMBL2111218,CHEMBL154106,InChIKeyFull,1.0
CHEMBL346925,CHEMBL154153,InChIKeyFull,1.0
CHEMBL557,CHEMBL1544,InChIKeyFull,1.0
CHEMBL5070773,CHEMBL1544743,InChIKeyFull,1.0
CHEMBL346070,CHEMBL155017,InChIKeyFull,1.0
CHEMBL176049,CHEMBL1553368,InChIKeyFull,1.0
CHEMBL659,CHEMBL1555,InChIKeyFull,1.0
CHEMBL59,CHEMBL1557,InChIKeyFull,1.0
CHEMBL2,CHEMBL1558,InChIKeyFull,1.0
CHEMBL91,CHEMBL1559,InChIKeyFull,1.0
CHEMBL8234,CHEMBL15595,InChIKeyFull,1.0
CHEMBL178,CHEMBL1563,InChIKeyFull,1.0
CHEMBL660,CHEMBL1569,InChIKeyFull,1.0
CHEMBL1624529,CHEMBL1572266,InChIKeyFull,1.0
CHEMBL321820,CHEMBL157946,InChIKeyFull,1.0
CHEMBL345244,CHEMBL158571,InChIKeyFull,1.0
CHEMBL378544,CHEMBL159,InChIKeyFull,1.0
CHEMBL6291,CHEMBL1591531,InChIKeyFull,1.0
CHEMBL1625681,CHEMBL1593850,InChIKeyFull,1.0
CHEMBL328069,CHEMBL159418,InChIKeyFull,1.0
CHEMBL308608,CHEMBL15944,InChIKeyFull,1.0
CHEMBL1762442,CHEMBL1596985,InChIKeyFull,1.0
CHEMBL92673,CHEMBL159969,InChIKeyFull,1.0
CHEMBL440687,CHEMBL1600943,InChIKeyFull,1.0
CHEMBL2079630,CHEMBL16046,InChIKeyFull,1.0
CHEMBL85320,CHEMBL16046,InChIKeyFull,1.0
CHEMBL332157,CHEMBL160489,InChIKeyFull,1.0
CHEMBL170933,CHEMBL160498,InChIKeyFull,1.0
CHEMBL559147,CHEMBL1605605,InChIKeyFull,1.0
CHEMBL84,CHEMBL1607,InChIKeyFull,1.0
CHEMBL1765731,CHEMBL1614774,InChIKeyFull,1.0
CHEMBL1765737,CHEMBL1614775,InChIKeyFull,1.0
CHEMBL439849,CHEMBL1615374,InChIKeyFull,1.0
CHEMBL4472009,CHEMBL1622,InChIKeyFull,1.0
CHEMBL3350249,CHEMBL162334,InChIKeyFull,1.0
CHEMBL559,CHEMBL1624,InChIKeyFull,1.0
CHEMBL545441,CHEMBL162416,InChIKeyFull,1.0
CHEMBL592,CHEMBL1628243,InChIKeyFull,1.0
CHEMBL322796,CHEMBL1628270,InChIKeyFull,1.0
CHEMBL574539,CHEMBL1628690,InChIKeyFull,1.0
CHEMBL682,CHEMBL1630,InChIKeyFull,1.0
CHEMBL3215298,CHEMBL1630577,InChIKeyFull,1.0
CHEMBL2037339,CHEMBL1630580,InChIKeyFull,1.0
CHEMBL2037445,CHEMBL1630580,InChIKeyFull,1.0
CHEMBL1970209,CHEMBL1630581,InChIKeyFull,1.0
CHEMBL534423,CHEMBL1630581,InChIKeyFull,1.0
CHEMBL1725990,CHEMBL1630582,InChIKeyFull,1.0
CHEMBL1987055,CHEMBL1630582,InChIKeyFull,1.0
CHEMBL350081,CHEMBL163085,InChIKeyFull,1.0
CHEMBL1631914,CHEMBL1631913,InChIKeyFull,1.0
CHEMBL1631915,CHEMBL1631913,InChIKeyFull,1.0
CHEMBL1631917,CHEMBL1631916,InChIKeyFull,1.0
CHEMBL1631918,CHEMBL1631916,InChIKeyFull,1.0
CHEMBL534,CHEMBL1633,InChIKeyFull,1.0
CHEMBL355141,CHEMBL163334,InChIKeyFull,1.0
CHEMBL350414,CHEMBL163454,InChIKeyFull,1.0
CHEMBL888,CHEMBL1637,InChIKeyFull,1.0
CHEMBL166312,CHEMBL163871,InChIKeyFull,1.0
CHEMBL559358,CHEMBL1639,InChIKeyFull,1.0
CHEMBL941,CHEMBL1642,InChIKeyFull,1.0
CHEMBL2205637,CHEMBL1642655,InChIKeyFull,1.0
CHEMBL4778541,CHEMBL1642655,InChIKeyFull,1.0
CHEMBL1644550,CHEMBL1644549,InChIKeyFull,1.0
CHEMBL99,CHEMBL164868,InChIKeyFull,1.0
CHEMBL2019155,CHEMBL165,InChIKeyFull,1.0
CHEMBL1650551,CHEMBL1650545,InChIKeyFull,1.0
CHEMBL1651522,CHEMBL1651521,InChIKeyFull,1.0
CHEMBL1668419,CHEMBL1651523,InChIKeyFull,1.0
CHEMBL306412,CHEMBL16520,InChIKeyFull,1.0
CHEMBL313489,CHEMBL16596,InChIKeyFull,1.0
CHEMBL423794,CHEMBL166108,InChIKeyFull,1.0
CHEMBL1668417,CHEMBL1668414,InChIKeyFull,1.0
CHEMBL1668420,CHEMBL1668418,InChIKeyFull,1.0
CHEMBL268431,CHEMBL16687,InChIKeyFull,1.0
CHEMBL27,CHEMBL1671,InChIKeyFull,1.0
CHEMBL553031,CHEMBL167493,InChIKeyFull,1.0
CHEMBL2337271,CHEMBL1678,InChIKeyFull,1.0
CHEMBL502,CHEMBL1678,InChIKeyFull,1.0
CHEMBL355178,CHEMBL168110,InChIKeyFull,1.0
CHEMBL1683590,CHEMBL1683544,InChIKeyFull,1.0
CHEMBL1684059,CHEMBL1684055,InChIKeyFull,1.0
CHEMBL464239,CHEMBL1684490,InChIKeyFull,1.0
CHEMBL170975,CHEMBL168450,InChIKeyFull,1.0
CHEMBL169540,CHEMBL168553,InChIKeyFull,1.0
CHEMBL170789,CHEMBL168553,InChIKeyFull,1.0
CHEMBL355543,CHEMBL168553,InChIKeyFull,1.0
CHEMBL543563,CHEMBL168625,InChIKeyFull,1.0
CHEMBL339427,CHEMBL1687,InChIKeyFull,1.0
CHEMBL1688105,CHEMBL1688104,InChIKeyFull,1.0
CHEMBL1688109,CHEMBL1688106,InChIKeyFull,1.0
CHEMBL1688111,CHEMBL1688110,InChIKeyFull,1.0
CHEMBL2107817,CHEMBL1689063,InChIKeyFull,1.0
CHEMBL170494,CHEMBL168970,InChIKeyFull,1.0
CHEMBL423,CHEMBL1691,InChIKeyFull,1.0
CHEMBL169860,CHEMBL169439,InChIKeyFull,1.0
CHEMBL72,CHEMBL1696,InChIKeyFull,1.0
CHEMBL807,CHEMBL1699,InChIKeyFull,1.0
CHEMBL607,CHEMBL1701,InChIKeyFull,1.0
CHEMBL211243,CHEMBL170138,InChIKeyFull,1.0
CHEMBL38927,CHEMBL170457,InChIKeyFull,1.0
CHEMBL761,CHEMBL1706,InChIKeyFull,1.0
CHEMBL841,CHEMBL1707,InChIKeyFull,1.0
CHEMBL490,CHEMBL1708,InChIKeyFull,1.0
CHEMBL809,CHEMBL1709,InChIKeyFull,1.0
CHEMBL434,CHEMBL1711,InChIKeyFull,1.0
CHEMBL71,CHEMBL1713,InChIKeyFull,1.0
CHEMBL311145,CHEMBL171763,InChIKeyFull,1.0
CHEMBL329340,CHEMBL172017,InChIKeyFull,1.0
CHEMBL796,CHEMBL1722,InChIKeyFull,1.0
CHEMBL7064,CHEMBL1725279,InChIKeyFull,1.0
CHEMBL2008708,CHEMBL173193,InChIKeyFull,1.0
CHEMBL60889,CHEMBL1733174,InChIKeyFull,1.0
CHEMBL5483011,CHEMBL1735,InChIKeyFull,1.0
CHEMBL5281056,CHEMBL173938,InChIKeyFull,1.0
CHEMBL346256,CHEMBL174014,InChIKeyFull,1.0
CHEMBL433981,CHEMBL174014,InChIKeyFull,1.0
CHEMBL553672,CHEMBL174206,InChIKeyFull,1.0
CHEMBL284305,CHEMBL1743775,InChIKeyFull,1.0
CHEMBL285506,CHEMBL1743782,InChIKeyFull,1.0
CHEMBL553692,CHEMBL1743817,InChIKeyFull,1.0
CHEMBL177293,CHEMBL174579,InChIKeyFull,1.0
CHEMBL427526,CHEMBL175,InChIKeyFull,1.0
CHEMBL521,CHEMBL175,InChIKeyFull,1.0
CHEMBL458622,CHEMBL175247,InChIKeyFull,1.0
CHEMBL957,CHEMBL175616,InChIKeyFull,1.0
CHEMBL177692,CHEMBL175688,InChIKeyFull,1.0
CHEMBL4160643,CHEMBL176045,InChIKeyFull,1.0
CHEMBL1760896,CHEMBL1760884,InChIKeyFull,1.0
CHEMBL1760887,CHEMBL1760886,InChIKeyFull,1.0
CHEMBL1760898,CHEMBL1760895,InChIKeyFull,1.0
CHEMBL559015,CHEMBL176140,InChIKeyFull,1.0
CHEMBL1762594,CHEMBL1762593,InChIKeyFull,1.0
CHEMBL441343,CHEMBL1762656,InChIKeyFull,1.0
CHEMBL21932,CHEMBL1762657,InChIKeyFull,1.0
CHEMBL542,CHEMBL1762658,InChIKeyFull,1.0
CHEMBL442784,CHEMBL176291,InChIKeyFull,1.0
CHEMBL2096748,CHEMBL176506,InChIKeyFull,1.0
CHEMBL1765733,CHEMBL1765732,InChIKeyFull,1.0
CHEMBL507282,CHEMBL1767407,InChIKeyFull,1.0
CHEMBL221326,CHEMBL1767408,InChIKeyFull,1.0
CHEMBL209849,CHEMBL176896,InChIKeyFull,1.0
CHEMBL545278,CHEMBL176941,InChIKeyFull,1.0
CHEMBL2037343,CHEMBL1770165,InChIKeyFull,1.0
CHEMBL2037449,CHEMBL1770165,InChIKeyFull,1.0
CHEMBL2037336,CHEMBL1771488,InChIKeyFull,1.0
CHEMBL2037442,CHEMBL1771488,InChIKeyFull,1.0
CHEMBL177557,CHEMBL177251,InChIKeyFull,1.0
CHEMBL5315638,CHEMBL1774204,InChIKeyFull,1.0
CHEMBL178036,CHEMBL177468,InChIKeyFull,1.0
CHEMBL1775066,CHEMBL1775062,InChIKeyFull,1.0
CHEMBL554984,CHEMBL177611,InChIKeyFull,1.0
CHEMBL1778194,CHEMBL1778193,InChIKeyFull,1.0
CHEMBL1778209,CHEMBL1778208,InChIKeyFull,1.0
CHEMBL540573,CHEMBL177952,InChIKeyFull,1.0
CHEMBL488636,CHEMBL1782550,InChIKeyFull,1.0
CHEMBL23874,CHEMBL1783033,InChIKeyFull,1.0
CHEMBL96107,CHEMBL1783034,InChIKeyFull,1.0
CHEMBL2069943,CHEMBL1785018,InChIKeyFull,1.0
CHEMBL2070045,CHEMBL1785020,InChIKeyFull,1.0
CHEMBL2070048,CHEMBL1785021,InChIKeyFull,1.0
CHEMBL191384,CHEMBL1788116,InChIKeyFull,1.0
CHEMBL406703,CHEMBL1788116,InChIKeyFull,1.0
CHEMBL296419,CHEMBL1788122,InChIKeyFull,1.0
CHEMBL313760,CHEMBL1788127,InChIKeyFull,1.0
CHEMBL328942,CHEMBL1788127,InChIKeyFull,1.0
CHEMBL2112372,CHEMBL1788128,InChIKeyFull,1.0
CHEMBL356750,CHEMBL1788140,InChIKeyFull,1.0
CHEMBL284994,CHEMBL1788361,InChIKeyFull,1.0
CHEMBL36050,CHEMBL1788364,InChIKeyFull,1.0
CHEMBL36260,CHEMBL1788365,InChIKeyFull,1.0
CHEMBL37714,CHEMBL1788366,InChIKeyFull,1.0
CHEMBL38369,CHEMBL1788367,InChIKeyFull,1.0
CHEMBL38120,CHEMBL1788368,InChIKeyFull,1.0
CHEMBL39856,CHEMBL1788369,InChIKeyFull,1.0
CHEMBL36714,CHEMBL1788370,InChIKeyFull,1.0
CHEMBL3215854,CHEMBL1789533,InChIKeyFull,1.0
CHEMBL1795071,CHEMBL1789941,InChIKeyFull,1.0
CHEMBL64894,CHEMBL1790020,InChIKeyFull,1.0
CHEMBL83729,CHEMBL1790051,InChIKeyFull,1.0
CHEMBL1790599,CHEMBL1790596,InChIKeyFull,1.0
CHEMBL359817,CHEMBL179247,InChIKeyFull,1.0
CHEMBL27508,CHEMBL1795043,InChIKeyFull,1.0
CHEMBL264608,CHEMBL1795050,InChIKeyFull,1.0
CHEMBL36194,CHEMBL1795051,InChIKeyFull,1.0
CHEMBL34809,CHEMBL1795052,InChIKeyFull,1.0
CHEMBL34526,CHEMBL1795054,InChIKeyFull,1.0
CHEMBL285436,CHEMBL1795055,InChIKeyFull,1.0
CHEMBL35367,CHEMBL1795056,InChIKeyFull,1.0
CHEMBL34016,CHEMBL1795058,InChIKeyFull,1.0
CHEMBL34546,CHEMBL1795059,InChIKeyFull,1.0
CHEMBL35495,CHEMBL1795060,InChIKeyFull,1.0
CHEMBL286862,CHEMBL1795062,InChIKeyFull,1.0
CHEMBL286828,CHEMBL1795064,InChIKeyFull,1.0
CHEMBL35272,CHEMBL1795065,InChIKeyFull,1.0
CHEMBL1795714,CHEMBL1795711,InChIKeyFull,1.0
CHEMBL1795715,CHEMBL1795712,InChIKeyFull,1.0
CHEMBL4871159,CHEMBL1795981,InChIKeyFull,1.0
CHEMBL3593247,CHEMBL1796689,InChIKeyFull,1.0
CHEMBL3416425,CHEMBL1797640,InChIKeyFull,1.0
CHEMBL3104337,CHEMBL1797641,InChIKeyFull,1.0
CHEMBL4743495,CHEMBL1800685,InChIKeyFull,1.0
CHEMBL1801942,CHEMBL1801785,InChIKeyFull,1.0
CHEMBL4283765,CHEMBL1802358,InChIKeyFull,1.0
CHEMBL5199422,CHEMBL1802358,InChIKeyFull,1.0
CHEMBL2112075,CHEMBL180672,InChIKeyFull,1.0
CHEMBL3612159,CHEMBL1806770,InChIKeyFull,1.0
CHEMBL3612166,CHEMBL1806771,InChIKeyFull,1.0
CHEMBL3612173,CHEMBL1806925,InChIKeyFull,1.0
CHEMBL3612174,CHEMBL1806926,InChIKeyFull,1.0
CHEMBL1807695,CHEMBL1807651,InChIKeyFull,1.0
CHEMBL1807696,CHEMBL1807652,InChIKeyFull,1.0
CHEMBL1807811,CHEMBL1807810,InChIKeyFull,1.0
CHEMBL338594,CHEMBL180892,InChIKeyFull,1.0
CHEMBL2037079,CHEMBL180912,InChIKeyFull,1.0
CHEMBL1813202,CHEMBL1813197,InChIKeyFull,1.0
CHEMBL1813203,CHEMBL1813197,InChIKeyFull,1.0
CHEMBL1813204,CHEMBL1813198,InChIKeyFull,1.0
CHEMBL590985,CHEMBL18155,InChIKeyFull,1.0
CHEMBL592374,CHEMBL1818442,InChIKeyFull,1.0
CHEMBL1852155,CHEMBL1819181,InChIKeyFull,1.0
CHEMBL362695,CHEMBL182095,InChIKeyFull,1.0
CHEMBL519846,CHEMBL1822611,InChIKeyFull,1.0
CHEMBL454574,CHEMBL182319,InChIKeyFull,1.0
CHEMBL1823873,CHEMBL1823872,InChIKeyFull,1.0
CHEMBL3349598,CHEMBL1823872,InChIKeyFull,1.0
CHEMBL408362,CHEMBL1823872,InChIKeyFull,1.0
CHEMBL1824050,CHEMBL1824049,InChIKeyFull,1.0
CHEMBL1824052,CHEMBL1824051,InChIKeyFull,1.0
CHEMBL1824054,CHEMBL1824053,InChIKeyFull,1.0
CHEMBL265912,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL406816,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL425090,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL452157,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL500326,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL501776,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL502777,CHEMBL1824055,InChIKeyFull,1.0
CHEMBL1824058,CHEMBL1824057,InChIKeyFull,1.0
CHEMBL1852788,CHEMBL1824509,InChIKeyFull,1.0
CHEMBL1852385,CHEMBL1824510,InChIKeyFull,1.0
CHEMBL1852555,CHEMBL1824511,InChIKeyFull,1.0
CHEMBL1852558,CHEMBL1824512,InChIKeyFull,1.0
CHEMBL1852602,CHEMBL1824513,InChIKeyFull,1.0
CHEMBL1852672,CHEMBL1824514,InChIKeyFull,1.0
CHEMBL1852393,CHEMBL1824515,InChIKeyFull,1.0
CHEMBL1852814,CHEMBL1824516,InChIKeyFull,1.0
CHEMBL1852458,CHEMBL1824517,InChIKeyFull,1.0
CHEMBL1852475,CHEMBL1824518,InChIKeyFull,1.0
CHEMBL2047159,CHEMBL1829174,InChIKeyFull,1.0
CHEMBL1830211,CHEMBL1830210,InChIKeyFull,1.0
CHEMBL1830224,CHEMBL1830223,InChIKeyFull,1.0
CHEMBL20684,CHEMBL1830238,InChIKeyFull,1.0
CHEMBL1852688,CHEMBL1834657,InChIKeyFull,1.0
CHEMBL1852406,CHEMBL1835611,InChIKeyFull,1.0
CHEMBL2096776,CHEMBL183760,InChIKeyFull,1.0
CHEMBL2311089,CHEMBL18442,InChIKeyFull,1.0
CHEMBL554014,CHEMBL18442,InChIKeyFull,1.0
CHEMBL552935,CHEMBL185024,InChIKeyFull,1.0
CHEMBL3215861,CHEMBL1851943,InChIKeyFull,1.0
CHEMBL3216098,CHEMBL1852341,InChIKeyFull,1.0
CHEMBL3216081,CHEMBL1852346,InChIKeyFull,1.0
CHEMBL3216960,CHEMBL1852358,InChIKeyFull,1.0
CHEMBL3216298,CHEMBL1852359,InChIKeyFull,1.0
CHEMBL3216517,CHEMBL1852361,InChIKeyFull,1.0
CHEMBL3216967,CHEMBL1852362,InChIKeyFull,1.0
CHEMBL3215623,CHEMBL1852370,InChIKeyFull,1.0
CHEMBL3216302,CHEMBL1852372,InChIKeyFull,1.0
CHEMBL3215629,CHEMBL1852373,InChIKeyFull,1.0
CHEMBL3216958,CHEMBL1852374,InChIKeyFull,1.0
CHEMBL3216521,CHEMBL1852387,InChIKeyFull,1.0
CHEMBL3215853,CHEMBL1852418,InChIKeyFull,1.0
CHEMBL3217181,CHEMBL1852420,InChIKeyFull,1.0
CHEMBL3217184,CHEMBL1852422,InChIKeyFull,1.0
CHEMBL3216962,CHEMBL1852466,InChIKeyFull,1.0
CHEMBL3216300,CHEMBL1852472,InChIKeyFull,1.0
CHEMBL3216076,CHEMBL1852501,InChIKeyFull,1.0
CHEMBL3215630,CHEMBL1852503,InChIKeyFull,1.0
CHEMBL3216287,CHEMBL1852505,InChIKeyFull,1.0
CHEMBL3216077,CHEMBL1852507,InChIKeyFull,1.0
CHEMBL3216079,CHEMBL1852513,InChIKeyFull,1.0
CHEMBL3216744,CHEMBL1852514,InChIKeyFull,1.0
CHEMBL3216758,CHEMBL1852516,InChIKeyFull,1.0
CHEMBL3216740,CHEMBL1852517,InChIKeyFull,1.0
CHEMBL3216503,CHEMBL1852552,InChIKeyFull,1.0
CHEMBL3216745,CHEMBL1852617,InChIKeyFull,1.0
CHEMBL3215621,CHEMBL1852659,InChIKeyFull,1.0
CHEMBL3215852,CHEMBL1852665,InChIKeyFull,1.0
CHEMBL3217167,CHEMBL1852666,InChIKeyFull,1.0
CHEMBL3216293,CHEMBL1852774,InChIKeyFull,1.0
CHEMBL3216095,CHEMBL1852777,InChIKeyFull,1.0
CHEMBL3216094,CHEMBL1852779,InChIKeyFull,1.0
CHEMBL1910653,CHEMBL185491,InChIKeyFull,1.0
CHEMBL52,CHEMBL185893,InChIKeyFull,1.0
CHEMBL2037441,CHEMBL1867591,InChIKeyFull,1.0
CHEMBL282346,CHEMBL1867591,InChIKeyFull,1.0
CHEMBL264067,CHEMBL187523,InChIKeyFull,1.0
CHEMBL365310,CHEMBL188097,InChIKeyFull,1.0
CHEMBL556756,CHEMBL188399,InChIKeyFull,1.0
CHEMBL190910,CHEMBL188791,InChIKeyFull,1.0
CHEMBL2113031,CHEMBL188966,InChIKeyFull,1.0
CHEMBL3928814,CHEMBL189099,InChIKeyFull,1.0
CHEMBL3903712,CHEMBL189215,InChIKeyFull,1.0
CHEMBL191467,CHEMBL189217,InChIKeyFull,1.0
CHEMBL47009,CHEMBL189217,InChIKeyFull,1.0
CHEMBL237336,CHEMBL189881,InChIKeyFull,1.0
CHEMBL3962672,CHEMBL189963,InChIKeyFull,1.0
CHEMBL3954838,CHEMBL190096,InChIKeyFull,1.0
CHEMBL3973692,CHEMBL190281,InChIKeyFull,1.0
CHEMBL3195749,CHEMBL1906140,InChIKeyFull,1.0
CHEMBL305951,CHEMBL1907841,InChIKeyFull,1.0
CHEMBL73946,CHEMBL1907846,InChIKeyFull,1.0
CHEMBL441445,CHEMBL1907849,InChIKeyFull,1.0
CHEMBL40211,CHEMBL1907852,InChIKeyFull,1.0
CHEMBL2092869,CHEMBL1907853,InChIKeyFull,1.0
CHEMBL71950,CHEMBL1907853,InChIKeyFull,1.0
CHEMBL2092871,CHEMBL1907855,InChIKeyFull,1.0
CHEMBL73522,CHEMBL1907855,InChIKeyFull,1.0
CHEMBL1908842,CHEMBL1908395,InChIKeyFull,1.0
CHEMBL521582,CHEMBL190883,InChIKeyFull,1.0
CHEMBL482496,CHEMBL1908863,InChIKeyFull,1.0
CHEMBL995,CHEMBL191,InChIKeyFull,1.0
CHEMBL237119,CHEMBL191067,InChIKeyFull,1.0
CHEMBL405110,CHEMBL191083,InChIKeyFull,1.0
CHEMBL550495,CHEMBL191083,InChIKeyFull,1.0
CHEMBL191482,CHEMBL191091,InChIKeyFull,1.0
CHEMBL191483,CHEMBL191091,InChIKeyFull,1.0
CHEMBL216913,CHEMBL191400,InChIKeyFull,1.0
CHEMBL1963280,CHEMBL1914835,InChIKeyFull,1.0
CHEMBL1963594,CHEMBL1914844,InChIKeyFull,1.0
CHEMBL1963307,CHEMBL1915364,InChIKeyFull,1.0
CHEMBL98408,CHEMBL191775,InChIKeyFull,1.0
CHEMBL2373733,CHEMBL1921961,InChIKeyFull,1.0
