dup_id,canonical_id
CHEMBL1586687,CHEMBL1313434
CHEMBL1497721,CHEMBL1432181
CHEMBL3422354,CHEMBL3421640
CHEMBL3422357,CHEMBL3421640
CHEMBL3422358,CHEMBL3421640
CHEMBL5421843,CHEMBL5396845
CHEMBL5435493,CHEMBL5396845
CHEMBL5426998,CHEMBL5405256
CHEMBL5429019,CHEMBL5405256
CHEMBL5422312,CHEMBL5418796
CHEMBL5426732,CHEMBL5418796
CHEMBL15096,CHEMBL14286
CHEMBL428524,CHEMBL14286
CHEMBL42027,CHEMBL14334
CHEMBL1476463,CHEMBL411084
CHEMBL3774960,CHEMBL411084
CHEMBL424453,CHEMBL135080
CHEMBL131724,CHEMBL35184
CHEMBL2093943,CHEMBL35184
CHEMBL558387,CHEMBL35184
CHEMBL171474,CHEMBL35071
CHEMBL287474,CHEMBL35071
CHEMBL1743765,CHEMBL95153
CHEMBL1743772,CHEMBL93035
CHEMBL1743773,CHEMBL93035
CHEMBL1743775,CHEMBL34990
CHEMBL2114391,CHEMBL34990
CHEMBL284305,CHEMBL34990
CHEMBL327790,CHEMBL34990
CHEMBL361259,CHEMBL34990
CHEMBL1743793,CHEMBL1743781
CHEMBL1743782,CHEMBL285403
CHEMBL285506,CHEMBL285403
CHEMBL540617,CHEMBL285403
CHEMBL1743785,CHEMBL539081
CHEMBL1743794,CHEMBL538310
CHEMBL1743795,CHEMBL538310
CHEMBL1743803,CHEMBL94535
CHEMBL1743804,CHEMBL34875
CHEMBL1743811,CHEMBL1743810
CHEMBL2093944,CHEMBL1743810
CHEMBL1743812,CHEMBL536947
CHEMBL1743817,CHEMBL553692
CHEMBL1743819,CHEMBL553692
CHEMBL1743820,CHEMBL556545
CHEMBL1743822,CHEMBL285277
CHEMBL2093945,CHEMBL286849
CHEMBL2094040,CHEMBL286849
CHEMBL284981,CHEMBL94711
CHEMBL330666,CHEMBL286312
CHEMBL4227753,CHEMBL286312
CHEMBL35013,CHEMBL32270
CHEMBL96362,CHEMBL32270
CHEMBL418038,CHEMBL328818
CHEMBL329216,CHEMBL35441
CHEMBL94738,CHEMBL33364
CHEMBL94508,CHEMBL34891
CHEMBL416777,CHEMBL94665
CHEMBL133868,CHEMBL133455
CHEMBL135076,CHEMBL133455
CHEMBL2146146,CHEMBL517712
CHEMBL2449003,CHEMBL517712
CHEMBL3350270,CHEMBL2111887
CHEMBL564896,CHEMBL562810
CHEMBL280978,CHEMBL40991
CHEMBL192856,CHEMBL191023
CHEMBL363551,CHEMBL191023
CHEMBL425363,CHEMBL365727
CHEMBL134428,CHEMBL132378
CHEMBL135973,CHEMBL132378
CHEMBL135974,CHEMBL132378
CHEMBL133209,CHEMBL132533
CHEMBL135491,CHEMBL132533
CHEMBL135492,CHEMBL132533
CHEMBL135970,CHEMBL132533
CHEMBL433855,CHEMBL132533
CHEMBL336626,CHEMBL135881
CHEMBL137384,CHEMBL135328
CHEMBL1398031,CHEMBL267936
CHEMBL2103881,CHEMBL267936
CHEMBL3341962,CHEMBL267936
CHEMBL432751,CHEMBL132778
CHEMBL4752341,CHEMBL4750999
CHEMBL4757093,CHEMBL4750999
CHEMBL4759270,CHEMBL4750999
CHEMBL4784887,CHEMBL4750999
CHEMBL4787980,CHEMBL4750999
CHEMBL514800,CHEMBL475165
CHEMBL2407519,CHEMBL598022
CHEMBL598852,CHEMBL598022
CHEMBL538838,CHEMBL428676
CHEMBL5288680,CHEMBL472999
CHEMBL5272680,CHEMBL5271492
CHEMBL5280404,CHEMBL5271492
CHEMBL5281293,CHEMBL5271492
CHEMBL5288961,CHEMBL5271492
CHEMBL5282879,CHEMBL5275328
CHEMBL5286614,CHEMBL5275328
CHEMBL597205,CHEMBL597204
CHEMBL1329826,CHEMBL464825
CHEMBL1330113,CHEMBL790
CHEMBL422215,CHEMBL13306
CHEMBL137386,CHEMBL96766
CHEMBL4091700,CHEMBL4062216
CHEMBL135357,CHEMBL134343
CHEMBL337228,CHEMBL134343
CHEMBL134807,CHEMBL64553
CHEMBL135395,CHEMBL64553
CHEMBL138016,CHEMBL64553
CHEMBL2047612,CHEMBL2047609
CHEMBL2047616,CHEMBL2047611
CHEMBL1334456,CHEMBL374975
CHEMBL4082879,CHEMBL1334465
CHEMBL1450483,CHEMBL1393914
CHEMBL1611733,CHEMBL1393914
CHEMBL1334646,CHEMBL1440
CHEMBL1385808,CHEMBL1434
CHEMBL1545940,CHEMBL1434
CHEMBL1485275,CHEMBL1433
CHEMBL2146063,CHEMBL1537344
CHEMBL1630714,CHEMBL1630713
CHEMBL287726,CHEMBL133815
CHEMBL290855,CHEMBL36707
CHEMBL1520,CHEMBL1339
CHEMBL1946977,CHEMBL1946976
CHEMBL137485,CHEMBL133939
CHEMBL274130,CHEMBL13396
CHEMBL445856,CHEMBL336636
CHEMBL4569934,CHEMBL4525961
CHEMBL134342,CHEMBL33864
CHEMBL134663,CHEMBL134489
CHEMBL1927782,CHEMBL1927780
CHEMBL2349079,CHEMBL2349075
CHEMBL2349081,CHEMBL2349075
CHEMBL4212528,CHEMBL4206260
CHEMBL4214992,CHEMBL4206260
CHEMBL3400802,CHEMBL3400801
CHEMBL3400803,CHEMBL3400801
CHEMBL152854,CHEMBL37251
CHEMBL559015,CHEMBL176140
CHEMBL483825,CHEMBL36654
CHEMBL135044,CHEMBL134808
CHEMBL135725,CHEMBL134808
CHEMBL3215854,CHEMBL1789533
CHEMBL1990885,CHEMBL535
CHEMBL2002702,CHEMBL276711
CHEMBL2007064,CHEMBL274654
CHEMBL3943406,CHEMBL3909619
CHEMBL3956652,CHEMBL3909619
CHEMBL139461,CHEMBL134854
CHEMBL139472,CHEMBL134854
CHEMBL496527,CHEMBL134908
CHEMBL3084303,CHEMBL315874
CHEMBL4555752,CHEMBL315874
CHEMBL1617574,CHEMBL1351173
CHEMBL492459,CHEMBL13529
CHEMBL276839,CHEMBL13551
CHEMBL267072,CHEMBL13610
CHEMBL1354199,CHEMBL293927
CHEMBL376897,CHEMBL293927
CHEMBL265580,CHEMBL135582
CHEMBL337839,CHEMBL336503
CHEMBL13795,CHEMBL13559
CHEMBL294061,CHEMBL13559
CHEMBL59389,CHEMBL13559
CHEMBL292924,CHEMBL292558
CHEMBL302231,CHEMBL292558
CHEMBL305135,CHEMBL292558
CHEMBL418470,CHEMBL60716
CHEMBL1362935,CHEMBL1356785
CHEMBL136635,CHEMBL135752
CHEMBL423335,CHEMBL135752
CHEMBL276837,CHEMBL13577
CHEMBL419237,CHEMBL331532
CHEMBL334497,CHEMBL135778
CHEMBL335700,CHEMBL135778
CHEMBL136186,CHEMBL136053
CHEMBL335838,CHEMBL136268
CHEMBL1621541,CHEMBL1458479
CHEMBL1458477,CHEMBL268356
CHEMBL21032,CHEMBL20129
CHEMBL280726,CHEMBL20129
CHEMBL414610,CHEMBL20129
CHEMBL21254,CHEMBL20587
CHEMBL32063,CHEMBL20587
CHEMBL532909,CHEMBL6742
CHEMBL544227,CHEMBL747
CHEMBL548155,CHEMBL7004
CHEMBL1364101,CHEMBL444478
CHEMBL3359821,CHEMBL444478
CHEMBL2112481,CHEMBL2111683
CHEMBL543741,CHEMBL13647
CHEMBL4213979,CHEMBL4209141
CHEMBL228419,CHEMBL228410
CHEMBL389865,CHEMBL228410
CHEMBL4290429,CHEMBL4283215
CHEMBL4293791,CHEMBL4283215
CHEMBL4294350,CHEMBL4283215
CHEMBL3190827,CHEMBL1369123
CHEMBL337526,CHEMBL137098
CHEMBL423534,CHEMBL137098
CHEMBL514874,CHEMBL31354
CHEMBL537403,CHEMBL31354
CHEMBL1375951,CHEMBL367881
CHEMBL543412,CHEMBL42228
CHEMBL138989,CHEMBL137781
CHEMBL343755,CHEMBL137781
CHEMBL544678,CHEMBL20888
CHEMBL2180914,CHEMBL2180913
CHEMBL2180915,CHEMBL2180913
CHEMBL2181151,CHEMBL2181150
CHEMBL2181152,CHEMBL2181150
CHEMBL2181155,CHEMBL2181154
CHEMBL4526138,CHEMBL4440479
CHEMBL4583657,CHEMBL4440479
CHEMBL4468805,CHEMBL4458117
CHEMBL3105585,CHEMBL3105516
CHEMBL542541,CHEMBL276832
CHEMBL554955,CHEMBL20555
CHEMBL2338361,CHEMBL2338360
CHEMBL2338362,CHEMBL2338360
CHEMBL2338363,CHEMBL2338360
CHEMBL2338364,CHEMBL2338360
CHEMBL2338375,CHEMBL2338374
CHEMBL2338376,CHEMBL2338374
CHEMBL2338377,CHEMBL2338374
CHEMBL2338378,CHEMBL2338374
CHEMBL2338379,CHEMBL2338374
CHEMBL2338380,CHEMBL2338374
CHEMBL2338381,CHEMBL2338374
CHEMBL337587,CHEMBL138504
CHEMBL422104,CHEMBL138504
CHEMBL344630,CHEMBL139048
CHEMBL502020,CHEMBL141633
CHEMBL423550,CHEMBL336457
CHEMBL1974157,CHEMBL56543
CHEMBL376895,CHEMBL219777
CHEMBL4789519,CHEMBL4781501
CHEMBL4280292,CHEMBL4279864
CHEMBL140494,CHEMBL139656
CHEMBL4533192,CHEMBL4454484
CHEMBL1398478,CHEMBL35228
CHEMBL1592706,CHEMBL1398529
CHEMBL5288006,CHEMBL343557
CHEMBL358059,CHEMBL343823
CHEMBL4597954,CHEMBL4444219
CHEMBL4459612,CHEMBL4448939
CHEMBL4465023,CHEMBL4448939
CHEMBL468469,CHEMBL140278
CHEMBL558140,CHEMBL140278
CHEMBL511588,CHEMBL442719
CHEMBL610281,CHEMBL610027
CHEMBL26478,CHEMBL26477
CHEMBL27646,CHEMBL27490
CHEMBL282380,CHEMBL28149
CHEMBL542933,CHEMBL281594
CHEMBL543876,CHEMBL281594
CHEMBL153611,CHEMBL140072
CHEMBL4466709,CHEMBL4445084
CHEMBL4471421,CHEMBL4445084
CHEMBL250508,CHEMBL140154
CHEMBL229697,CHEMBL227288
CHEMBL282842,CHEMBL280563
CHEMBL472662,CHEMBL472661
CHEMBL475904,CHEMBL474488
CHEMBL485368,CHEMBL474488
CHEMBL485369,CHEMBL474488
CHEMBL483144,CHEMBL483143
CHEMBL485197,CHEMBL483143
CHEMBL293158,CHEMBL57579
CHEMBL303993,CHEMBL57579
CHEMBL5070773,CHEMBL1544743
CHEMBL90321,CHEMBL57644
CHEMBL90806,CHEMBL57644
CHEMBL92767,CHEMBL57644
CHEMBL93720,CHEMBL57644
CHEMBL1532953,CHEMBL1405964
CHEMBL459546,CHEMBL450464
CHEMBL1623028,CHEMBL1518198
CHEMBL531742,CHEMBL140979
CHEMBL1762405,CHEMBL1760025
CHEMBL1762406,CHEMBL1760025
CHEMBL1762407,CHEMBL1760025
CHEMBL1762408,CHEMBL1760025
CHEMBL1762409,CHEMBL1760025
CHEMBL1762410,CHEMBL1760025
CHEMBL1762411,CHEMBL1760025
CHEMBL1762399,CHEMBL1762398
CHEMBL1762400,CHEMBL1762398
CHEMBL1762401,CHEMBL1762398
CHEMBL1762402,CHEMBL1762398
CHEMBL1762403,CHEMBL1762398
CHEMBL1762404,CHEMBL1762398
CHEMBL497197,CHEMBL141039
CHEMBL496990,CHEMBL439945
CHEMBL143218,CHEMBL141077
CHEMBL4088630,CHEMBL141080
CHEMBL383028,CHEMBL203886
CHEMBL382585,CHEMBL206144
CHEMBL381505,CHEMBL206155
CHEMBL3392650,CHEMBL206815
CHEMBL382975,CHEMBL207729
CHEMBL242580,CHEMBL1413
CHEMBL359430,CHEMBL145178
CHEMBL190865,CHEMBL187712
CHEMBL1672291,CHEMBL1414679
CHEMBL1731774,CHEMBL1531328
CHEMBL1672085,CHEMBL1672084
CHEMBL2164301,CHEMBL2164300
CHEMBL3350139,CHEMBL607319
CHEMBL4107642,CHEMBL4106506
CHEMBL4108525,CHEMBL4106506
CHEMBL4108649,CHEMBL4106506
CHEMBL4110642,CHEMBL4106506
CHEMBL4112562,CHEMBL4106506
CHEMBL4112722,CHEMBL4106506
CHEMBL4747179,CHEMBL4740360
CHEMBL4743953,CHEMBL4740464
CHEMBL4761211,CHEMBL4740918
CHEMBL4782629,CHEMBL4741203
CHEMBL4793953,CHEMBL4741203
CHEMBL4795517,CHEMBL4741203
CHEMBL4788604,CHEMBL4741308
CHEMBL4793888,CHEMBL4741873
CHEMBL4763225,CHEMBL4755501
CHEMBL4776879,CHEMBL4757463
CHEMBL4761784,CHEMBL4760163
CHEMBL4777389,CHEMBL4763643
CHEMBL4780909,CHEMBL4763643
CHEMBL4782642,CHEMBL4763643
CHEMBL4797321,CHEMBL4781006
CHEMBL1417019,CHEMBL58
CHEMBL341849,CHEMBL145547
CHEMBL3704755,CHEMBL3704754
CHEMBL3704757,CHEMBL3704756
CHEMBL3704758,CHEMBL3704756
CHEMBL1463713,CHEMBL1453108
CHEMBL1722965,CHEMBL1420829
CHEMBL1907831,CHEMBL68608
CHEMBL2092860,CHEMBL68608
CHEMBL1907832,CHEMBL71429
CHEMBL2092861,CHEMBL71429
CHEMBL539077,CHEMBL1422
CHEMBL536311,CHEMBL536089
CHEMBL557219,CHEMBL536089
CHEMBL557990,CHEMBL553787
CHEMBL558779,CHEMBL557542
CHEMBL276417,CHEMBL214661
CHEMBL217203,CHEMBL216674
CHEMBL217567,CHEMBL216674
CHEMBL262901,CHEMBL217278
CHEMBL383978,CHEMBL217278
CHEMBL423915,CHEMBL142450
CHEMBL473703,CHEMBL142450
CHEMBL87360,CHEMBL84584
CHEMBL1425538,CHEMBL449392
CHEMBL22969,CHEMBL159
CHEMBL2311781,CHEMBL159
CHEMBL376464,CHEMBL159
CHEMBL378544,CHEMBL159
CHEMBL4245135,CHEMBL2314528
CHEMBL4091085,CHEMBL4063205
CHEMBL501867,CHEMBL90555
CHEMBL460842,CHEMBL373269
CHEMBL1467405,CHEMBL1427801
CHEMBL1765667,CHEMBL1765666
CHEMBL1765668,CHEMBL1765666
CHEMBL375323,CHEMBL219272
CHEMBL435323,CHEMBL221436
CHEMBL2369845,CHEMBL2369830
CHEMBL2369836,CHEMBL375324
CHEMBL2369837,CHEMBL375096
CHEMBL375325,CHEMBL375096
CHEMBL385068,CHEMBL375096
CHEMBL2369839,CHEMBL2369838
CHEMBL2369841,CHEMBL2369838
CHEMBL268306,CHEMBL265859
CHEMBL412972,CHEMBL375188
CHEMBL145449,CHEMBL62800
CHEMBL484529,CHEMBL62800
CHEMBL503744,CHEMBL62800
CHEMBL5410230,CHEMBL1933125
CHEMBL5426008,CHEMBL1933125
CHEMBL452936,CHEMBL41177
CHEMBL5431384,CHEMBL5399730
CHEMBL356310,CHEMBL142972
CHEMBL492689,CHEMBL143027
CHEMBL523680,CHEMBL143027
CHEMBL143850,CHEMBL143680
CHEMBL180101,CHEMBL14370
CHEMBL383921,CHEMBL14370
CHEMBL260258,CHEMBL259765
CHEMBL261076,CHEMBL260259
CHEMBL408868,CHEMBL260259
CHEMBL407732,CHEMBL260823
CHEMBL264680,CHEMBL264418
CHEMBL568336,CHEMBL393236
CHEMBL427563,CHEMBL404956
CHEMBL490996,CHEMBL477406
CHEMBL336242,CHEMBL143748
CHEMBL146460,CHEMBL143837
CHEMBL356144,CHEMBL144073
CHEMBL344138,CHEMBL144723
CHEMBL436607,CHEMBL147879
CHEMBL1439,CHEMBL404
CHEMBL432038,CHEMBL144151
CHEMBL329920,CHEMBL319732
CHEMBL420262,CHEMBL319732
CHEMBL3360019,CHEMBL3360018
CHEMBL144523,CHEMBL26929
CHEMBL147659,CHEMBL26929
CHEMBL147963,CHEMBL147861
CHEMBL322275,CHEMBL147861
CHEMBL144540,CHEMBL60656
CHEMBL538260,CHEMBL144718
CHEMBL1449159,CHEMBL305881
CHEMBL144999,CHEMBL92265
CHEMBL1489769,CHEMBL145347
CHEMBL1678,CHEMBL502
CHEMBL2337271,CHEMBL502
CHEMBL2311089,CHEMBL18442
CHEMBL554014,CHEMBL18442
CHEMBL358313,CHEMBL342347
CHEMBL356348,CHEMBL321162
CHEMBL2000167,CHEMBL1456664
CHEMBL490533,CHEMBL275097
CHEMBL1465592,CHEMBL1459140
CHEMBL147544,CHEMBL145994
CHEMBL1744190,CHEMBL343211
CHEMBL357076,CHEMBL146462
CHEMBL542942,CHEMBL146144
CHEMBL313984,CHEMBL146155
CHEMBL149606,CHEMBL146202
CHEMBL146246,CHEMBL69759
CHEMBL81649,CHEMBL69759
CHEMBL309730,CHEMBL71724
CHEMBL82591,CHEMBL71724
CHEMBL71635,CHEMBL69385
CHEMBL71907,CHEMBL69385
CHEMBL71838,CHEMBL71798
CHEMBL343644,CHEMBL146249
CHEMBL150219,CHEMBL146351
CHEMBL148617,CHEMBL146343
CHEMBL2181541,CHEMBL2181539
CHEMBL2181542,CHEMBL2181540
CHEMBL4752434,CHEMBL4746795
CHEMBL396261,CHEMBL244048
CHEMBL149841,CHEMBL146573
CHEMBL1470280,CHEMBL1466887
CHEMBL2022280,CHEMBL147463
CHEMBL1731995,CHEMBL1467976
CHEMBL345767,CHEMBL151822
CHEMBL358264,CHEMBL151822
CHEMBL1688680,CHEMBL146997
CHEMBL1688649,CHEMBL1688648
CHEMBL1688650,CHEMBL1688648
CHEMBL1688658,CHEMBL1688655
CHEMBL357416,CHEMBL356269
CHEMBL147279,CHEMBL147226
CHEMBL356304,CHEMBL148249
CHEMBL4227981,CHEMBL4225656
CHEMBL4228492,CHEMBL4226637
CHEMBL358522,CHEMBL357702
CHEMBL358810,CHEMBL357702
CHEMBL193039,CHEMBL147511
CHEMBL200295,CHEMBL147511
CHEMBL287358,CHEMBL147526
CHEMBL240597,CHEMBL1551
CHEMBL210952,CHEMBL207538
CHEMBL4094085,CHEMBL3359310
CHEMBL87243,CHEMBL86737
CHEMBL1479103,CHEMBL477197
CHEMBL1481347,CHEMBL530291
CHEMBL1596681,CHEMBL530291
CHEMBL593052,CHEMBL530291
CHEMBL148288,CHEMBL148186
CHEMBL444590,CHEMBL148186
CHEMBL2037079,CHEMBL180912
CHEMBL342294,CHEMBL148291
CHEMBL433541,CHEMBL149068
CHEMBL90901,CHEMBL14832
CHEMBL1622128,CHEMBL1485159
CHEMBL2037008,CHEMBL356170
CHEMBL393220,CHEMBL1487
CHEMBL505733,CHEMBL148993
CHEMBL345967,CHEMBL300793
CHEMBL359164,CHEMBL300793
CHEMBL1501743,CHEMBL1492565
CHEMBL1493369,CHEMBL22108
CHEMBL564226,CHEMBL22108
CHEMBL150612,CHEMBL149410
CHEMBL358180,CHEMBL149410
CHEMBL2107292,CHEMBL354172
CHEMBL279968,CHEMBL55033
CHEMBL422551,CHEMBL55033
CHEMBL4208635,CHEMBL299709
CHEMBL461229,CHEMBL60869
CHEMBL4247714,CHEMBL1495092
CHEMBL15201,CHEMBL14987
CHEMBL15359,CHEMBL14987
CHEMBL537973,CHEMBL14987
CHEMBL1505688,CHEMBL224857
CHEMBL1500188,CHEMBL57267
CHEMBL224392,CHEMBL57267
CHEMBL1500249,CHEMBL377052
CHEMBL382408,CHEMBL377052
CHEMBL346173,CHEMBL195784
CHEMBL2348816,CHEMBL2348796
CHEMBL150052,CHEMBL51838
CHEMBL64019,CHEMBL51838
CHEMBL346424,CHEMBL150222
CHEMBL1585127,CHEMBL1502284
CHEMBL355969,CHEMBL150434
CHEMBL356862,CHEMBL150434
CHEMBL481811,CHEMBL65553
CHEMBL2262641,CHEMBL82242
CHEMBL4099305,CHEMBL233930
CHEMBL251254,CHEMBL250450
CHEMBL5284996,CHEMBL5281572
CHEMBL5289366,CHEMBL5281572
CHEMBL5286266,CHEMBL5281675
CHEMBL5284355,CHEMBL5281956
CHEMBL5290834,CHEMBL5281956
CHEMBL3759166,CHEMBL3758395
CHEMBL3759880,CHEMBL3758395
CHEMBL468595,CHEMBL446512
CHEMBL511749,CHEMBL467792
CHEMBL468841,CHEMBL467793
CHEMBL469275,CHEMBL469274
CHEMBL357795,CHEMBL150739
CHEMBL359275,CHEMBL150739
CHEMBL2370199,CHEMBL15100
CHEMBL3759625,CHEMBL3758407
CHEMBL3759014,CHEMBL3758444
CHEMBL3759979,CHEMBL3758517
CHEMBL4226433,CHEMBL4225451
CHEMBL4227275,CHEMBL4225451
CHEMBL1788254,CHEMBL151125
CHEMBL2093017,CHEMBL151125
CHEMBL2030984,CHEMBL2030971
CHEMBL2030985,CHEMBL2030971
CHEMBL2030979,CHEMBL2030973
CHEMBL2030982,CHEMBL2030973
CHEMBL2030987,CHEMBL2030980
CHEMBL1794886,CHEMBL151471
CHEMBL347555,CHEMBL151471
CHEMBL1516388,CHEMBL51483
CHEMBL3971530,CHEMBL3932954
CHEMBL1516890,CHEMBL176544
CHEMBL586184,CHEMBL476339
CHEMBL152104,CHEMBL151741
CHEMBL304617,CHEMBL70953
CHEMBL1518625,CHEMBL577662
CHEMBL1610821,CHEMBL577662
CHEMBL1683848,CHEMBL1520282
CHEMBL1522486,CHEMBL415879
CHEMBL2112732,CHEMBL2111914
CHEMBL425798,CHEMBL217219
CHEMBL1526229,CHEMBL280963
CHEMBL2370207,CHEMBL275670
CHEMBL1529,CHEMBL936
CHEMBL154251,CHEMBL152986
CHEMBL3216426,CHEMBL23013
CHEMBL2360824,CHEMBL30044
CHEMBL551480,CHEMBL551479
CHEMBL558141,CHEMBL551479
CHEMBL289006,CHEMBL153466
CHEMBL1537509,CHEMBL96926
CHEMBL4534285,CHEMBL96926
CHEMBL5088179,CHEMBL5085950
CHEMBL5091395,CHEMBL5090728
CHEMBL267803,CHEMBL172844
CHEMBL154106,CHEMBL35367
CHEMBL1795056,CHEMBL35367
CHEMBL2111218,CHEMBL35367
CHEMBL154309,CHEMBL154140
CHEMBL155519,CHEMBL154140
CHEMBL157125,CHEMBL154140
CHEMBL158249,CHEMBL154140
CHEMBL345163,CHEMBL154140
CHEMBL345377,CHEMBL154140
CHEMBL346240,CHEMBL154140
CHEMBL348564,CHEMBL154140
CHEMBL346925,CHEMBL154153
CHEMBL157302,CHEMBL58646
CHEMBL157313,CHEMBL58646
CHEMBL2368218,CHEMBL58646
CHEMBL297428,CHEMBL58646
CHEMBL1797687,CHEMBL350384
CHEMBL2367918,CHEMBL52399
CHEMBL2368320,CHEMBL52399
CHEMBL289683,CHEMBL56585
CHEMBL3085528,CHEMBL56585
CHEMBL59092,CHEMBL56585
CHEMBL299027,CHEMBL56246
CHEMBL4204304,CHEMBL56246
CHEMBL4215981,CHEMBL56246
CHEMBL57628,CHEMBL56246
CHEMBL346575,CHEMBL154438
CHEMBL347021,CHEMBL154706
CHEMBL347209,CHEMBL154828
CHEMBL353536,CHEMBL154828
CHEMBL347440,CHEMBL154999
CHEMBL347883,CHEMBL155134
CHEMBL174014,CHEMBL62259
CHEMBL346256,CHEMBL62259
CHEMBL366478,CHEMBL62259
CHEMBL418655,CHEMBL62259
CHEMBL433981,CHEMBL62259
CHEMBL435462,CHEMBL358149
CHEMBL406939,CHEMBL64689
CHEMBL540612,CHEMBL25236
CHEMBL284846,CHEMBL154745
CHEMBL256694,CHEMBL256047
CHEMBL429136,CHEMBL256047
CHEMBL404372,CHEMBL270177
CHEMBL541993,CHEMBL404511
CHEMBL1589425,CHEMBL1548086
CHEMBL346070,CHEMBL155017
CHEMBL521729,CHEMBL155085
CHEMBL3309304,CHEMBL3309301
CHEMBL1553368,CHEMBL176049
CHEMBL346068,CHEMBL155344
CHEMBL1555,CHEMBL659
CHEMBL345683,CHEMBL156584
CHEMBL1558,CHEMBL2
CHEMBL1625681,CHEMBL1593850
CHEMBL1788234,CHEMBL1593850
CHEMBL456825,CHEMBL156639
CHEMBL458088,CHEMBL156639
CHEMBL2387709,CHEMBL252342
CHEMBL457025,CHEMBL457024
CHEMBL1567944,CHEMBL50588
CHEMBL493439,CHEMBL50588
CHEMBL513000,CHEMBL50588
CHEMBL486005,CHEMBL255708
CHEMBL157101,CHEMBL75
CHEMBL319160,CHEMBL75
CHEMBL328863,CHEMBL75
CHEMBL1571037,CHEMBL452231
CHEMBL1572266,CHEMBL428
CHEMBL1624529,CHEMBL428
CHEMBL3692586,CHEMBL3688166
CHEMBL3692617,CHEMBL3692589
CHEMBL3692618,CHEMBL3692589
CHEMBL3692620,CHEMBL3692619
CHEMBL3692660,CHEMBL3692655
CHEMBL3692661,CHEMBL3692655
CHEMBL3692666,CHEMBL3692657
CHEMBL21115,CHEMBL20127
CHEMBL21213,CHEMBL20127
CHEMBL321820,CHEMBL157946
CHEMBL157988,CHEMBL87636
CHEMBL3353938,CHEMBL3353931
CHEMBL3353940,CHEMBL3353931
CHEMBL4594025,CHEMBL4563885
CHEMBL3039774,CHEMBL207675
CHEMBL361497,CHEMBL207675
CHEMBL511326,CHEMBL307261
CHEMBL15907,CHEMBL15828
CHEMBL345244,CHEMBL158571
CHEMBL1722566,CHEMBL1587502
CHEMBL412262,CHEMBL158784
CHEMBL525084,CHEMBL204813
CHEMBL2146123,CHEMBL249837
CHEMBL328069,CHEMBL159418
CHEMBL4463925,CHEMBL4456301
CHEMBL4537221,CHEMBL4463246
CHEMBL163276,CHEMBL159481
CHEMBL159969,CHEMBL92673
CHEMBL1600943,CHEMBL440687
CHEMBL1604283,CHEMBL374478
CHEMBL3392927,CHEMBL374478
CHEMBL1605605,CHEMBL559147
CHEMBL1994526,CHEMBL559147
CHEMBL1613675,CHEMBL527904
CHEMBL536166,CHEMBL527904
CHEMBL580918,CHEMBL527904
CHEMBL1765731,CHEMBL1614774
CHEMBL1765736,CHEMBL1614775
CHEMBL1765737,CHEMBL1614775
CHEMBL1765733,CHEMBL1765732
CHEMBL1765749,CHEMBL1614776
CHEMBL1765747,CHEMBL1765746
CHEMBL1765748,CHEMBL1765746
CHEMBL1684070,CHEMBL1615025
CHEMBL1684064,CHEMBL1684063
CHEMBL1684071,CHEMBL1684067
CHEMBL1615374,CHEMBL439849
CHEMBL191482,CHEMBL191091
CHEMBL191483,CHEMBL191091
CHEMBL4562895,CHEMBL4463668
CHEMBL1908863,CHEMBL482496
CHEMBL4644301,CHEMBL4633224
CHEMBL4648117,CHEMBL4633224
CHEMBL4639808,CHEMBL4635602
CHEMBL4645984,CHEMBL4635602
CHEMBL346154,CHEMBL16192
CHEMBL419500,CHEMBL16192
CHEMBL3350249,CHEMBL162334
CHEMBL2110182,CHEMBL162827
CHEMBL2110180,CHEMBL166201
CHEMBL2110181,CHEMBL423465
CHEMBL355188,CHEMBL162048
CHEMBL444342,CHEMBL164185
CHEMBL349151,CHEMBL166310
CHEMBL1908368,CHEMBL1621597
CHEMBL4472009,CHEMBL1622
CHEMBL3415964,CHEMBL3415963
CHEMBL3415965,CHEMBL3415963
CHEMBL3415969,CHEMBL3415968
CHEMBL3415970,CHEMBL3415968
CHEMBL434867,CHEMBL162267
CHEMBL170101,CHEMBL34412
CHEMBL545441,CHEMBL162416
CHEMBL1628262,CHEMBL64663
CHEMBL432522,CHEMBL271896
CHEMBL294585,CHEMBL293242
CHEMBL1628690,CHEMBL574539
CHEMBL350081,CHEMBL163085
CHEMBL1631219,CHEMBL167981
CHEMBL1631164,CHEMBL1631162
CHEMBL1631165,CHEMBL1631162
CHEMBL1631291,CHEMBL1631168
CHEMBL1631292,CHEMBL1631290
CHEMBL3114722,CHEMBL3114713
CHEMBL3115187,CHEMBL3115167
CHEMBL1630325,CHEMBL1630324
CHEMBL3215298,CHEMBL1630577
CHEMBL2037339,CHEMBL1630580
CHEMBL2037445,CHEMBL1630580
CHEMBL1630581,CHEMBL534423
CHEMBL1970209,CHEMBL534423
CHEMBL1725990,CHEMBL1630582
CHEMBL1987055,CHEMBL1630582
CHEMBL2037343,CHEMBL1770165
CHEMBL2037449,CHEMBL1770165
CHEMBL2037336,CHEMBL1771488
CHEMBL2037442,CHEMBL1771488
CHEMBL1867591,CHEMBL282346
CHEMBL2037441,CHEMBL282346
CHEMBL2037436,CHEMBL2037337
CHEMBL2037443,CHEMBL2037337
CHEMBL2037437,CHEMBL2037338
