a,b,rule,fp
CHEMBL4115315,CHEMBL3963946,FP,1.0
CHEMBL3892847,CHEMBL3977724,FP,0.9830508474576272
CHEMBL3977724,CHEMBL3892847,FP,0.9830508474576272
CHEMBL3932187,CHEMBL3937032,FP,1.0
CHEMBL3892879,CHEMBL3916182,FP,1.0
CHEMBL3916182,CHEMBL3892879,FP,1.0
CHEMBL3937032,CHEMBL3932187,FP,1.0
CHEMBL3893363,CHEMBL3945028,FP,1.0
CHEMBL3945028,CHEMBL3893363,FP,1.0
CHEMBL3929354,CHEMBL3910031,FP,1.0
CHEMBL3910031,CHEMBL3929354,FP,1.0
CHEMBL3957643,CHEMBL3901357,FP,1.0
CHEMBL3901357,CHEMBL3957643,FP,1.0
CHEMBL3930762,CHEMBL3893822,FP,1.0
CHEMBL3893822,CHEMBL3930762,FP,1.0
CHEMBL3959516,CHEMBL3924147,FP,1.0
CHEMBL3956820,CHEMBL3946242,FP,1.0
CHEMBL3914441,CHEMBL3928396,FP,1.0
CHEMBL3971781,CHEMBL3893890,FP,1.0
CHEMBL3977450,CHEMBL3908311,FP,1.0
CHEMBL3946242,CHEMBL3956820,FP,1.0
CHEMBL3928396,CHEMBL3914441,FP,1.0
CHEMBL3908311,CHEMBL3977450,FP,1.0
CHEMBL3924147,CHEMBL3959516,FP,1.0
CHEMBL3893890,CHEMBL3971781,FP,1.0
CHEMBL3951885,CHEMBL3982401,FP,0.9696969696969697
CHEMBL3951885,CHEMBL3949909,FP,0.9591836734693877
CHEMBL3957811,CHEMBL3960482,FP,1.0
CHEMBL3960482,CHEMBL3957811,FP,1.0
CHEMBL3930103,CHEMBL3967147,FP,0.9591836734693877
CHEMBL3982401,CHEMBL3951885,FP,0.9696969696969697
CHEMBL3967147,CHEMBL3930103,FP,0.9591836734693877
CHEMBL3967147,CHEMBL3972920,FP,0.9696969696969697
CHEMBL3949909,CHEMBL3951885,FP,0.9591836734693877
CHEMBL3909461,CHEMBL3972920,FP,0.9591836734693877
CHEMBL3972920,CHEMBL3967147,FP,0.9696969696969697
CHEMBL3972920,CHEMBL3909461,FP,0.9591836734693877
CHEMBL3894611,CHEMBL3941359,FP,1.0
CHEMBL3990213,CHEMBL3939720,FP,1.0
CHEMBL3941359,CHEMBL3894611,FP,1.0
CHEMBL3939720,CHEMBL3990213,FP,1.0
CHEMBL3926007,CHEMBL4076913,FP,1.0
CHEMBL4076913,CHEMBL3926007,FP,1.0
CHEMBL4210212,CHEMBL4206950,FP,1.0
CHEMBL4206950,CHEMBL4210212,FP,1.0
CHEMBL3908917,CHEMBL3979230,FP,1.0
CHEMBL3979230,CHEMBL3908917,FP,1.0
CHEMBL3947422,CHEMBL4114175,FP,1.0
CHEMBL4107757,CHEMBL3956911,FP,1.0
CHEMBL3980241,CHEMBL3903493,FP,1.0
CHEMBL3980241,CHEMBL4114359,FP,1.0
CHEMBL3980241,CHEMBL4113620,FP,1.0
CHEMBL4106545,CHEMBL3921365,FP,1.0
CHEMBL4112922,CHEMBL3903941,FP,1.0
CHEMBL3931935,CHEMBL4112721,FP,1.0
CHEMBL4112721,CHEMBL3931935,FP,1.0
CHEMBL4114436,CHEMBL3907076,FP,1.0
CHEMBL4112119,CHEMBL3895546,FP,1.0
CHEMBL3903493,CHEMBL3980241,FP,1.0
CHEMBL3903493,CHEMBL4114359,FP,1.0
CHEMBL3903493,CHEMBL4113620,FP,1.0
CHEMBL4114359,CHEMBL3980241,FP,1.0
CHEMBL4114359,CHEMBL3903493,FP,1.0
CHEMBL4114359,CHEMBL4113620,FP,1.0
CHEMBL3903941,CHEMBL4112922,FP,1.0
CHEMBL4114175,CHEMBL3947422,FP,1.0
CHEMBL3956911,CHEMBL4107757,FP,1.0
CHEMBL3895546,CHEMBL4112119,FP,1.0
CHEMBL3907076,CHEMBL4114436,FP,1.0
CHEMBL3921365,CHEMBL4106545,FP,1.0
CHEMBL4113620,CHEMBL3980241,FP,1.0
CHEMBL4113620,CHEMBL3903493,FP,1.0
CHEMBL4113620,CHEMBL4114359,FP,1.0
CHEMBL3922787,CHEMBL3913807,FP,1.0
CHEMBL3913807,CHEMBL3922787,FP,1.0
CHEMBL3947276,CHEMBL4776557,FP,1.0
CHEMBL4776557,CHEMBL3947276,FP,1.0
CHEMBL4647659,CHEMBL5186778,FP,1.0
CHEMBL5186778,CHEMBL4647659,FP,1.0
CHEMBL3928883,CHEMBL3977759,FP,1.0
CHEMBL3928883,CHEMBL3931623,FP,1.0
CHEMBL3928883,CHEMBL3917220,FP,1.0
CHEMBL3977759,CHEMBL3928883,FP,1.0
CHEMBL3977759,CHEMBL3931623,FP,1.0
CHEMBL3977759,CHEMBL3917220,FP,1.0
CHEMBL3931623,CHEMBL3928883,FP,1.0
CHEMBL3931623,CHEMBL3977759,FP,1.0
CHEMBL3931623,CHEMBL3917220,FP,1.0
CHEMBL3917220,CHEMBL3928883,FP,1.0
CHEMBL3917220,CHEMBL3977759,FP,1.0
CHEMBL3917220,CHEMBL3931623,FP,1.0
CHEMBL3902228,CHEMBL3896244,FP,1.0
CHEMBL3956489,CHEMBL3905194,FP,1.0
CHEMBL3965757,CHEMBL3900646,FP,1.0
CHEMBL3900646,CHEMBL3965757,FP,1.0
CHEMBL3942186,CHEMBL3897323,FP,1.0
CHEMBL3897323,CHEMBL3942186,FP,1.0
CHEMBL3896244,CHEMBL3902228,FP,1.0
CHEMBL3905194,CHEMBL3956489,FP,1.0
CHEMBL3965653,CHEMBL3934548,FP,1.0
CHEMBL4513846,CHEMBL4583791,FP,1.0
CHEMBL3924813,CHEMBL3966534,FP,1.0
CHEMBL4583791,CHEMBL4513846,FP,1.0
CHEMBL3966534,CHEMBL3924813,FP,1.0
CHEMBL3934548,CHEMBL3965653,FP,1.0
CHEMBL3910270,CHEMBL3970885,FP,1.0
CHEMBL3970885,CHEMBL3910270,FP,1.0
CHEMBL3918827,CHEMBL3916056,FP,1.0
CHEMBL3990727,CHEMBL3984601,FP,1.0
CHEMBL3916056,CHEMBL3918827,FP,1.0
CHEMBL3984601,CHEMBL3990727,FP,1.0
CHEMBL3896784,CHEMBL4112919,FP,1.0
CHEMBL3896784,CHEMBL3896725,FP,1.0
CHEMBL4112919,CHEMBL3896784,FP,1.0
CHEMBL4112919,CHEMBL3896725,FP,1.0
CHEMBL3896725,CHEMBL3896784,FP,1.0
CHEMBL3896725,CHEMBL4112919,FP,1.0
CHEMBL3909601,CHEMBL3951056,FP,1.0
CHEMBL3951056,CHEMBL3909601,FP,1.0
CHEMBL4110591,CHEMBL3916419,FP,1.0
CHEMBL3916419,CHEMBL4110591,FP,1.0
CHEMBL3976694,CHEMBL3924888,FP,0.9629629629629629
CHEMBL3976694,CHEMBL3897031,FP,1.0
CHEMBL3924888,CHEMBL3976694,FP,0.9629629629629629
CHEMBL3924888,CHEMBL3897031,FP,0.9629629629629629
CHEMBL3897031,CHEMBL3976694,FP,1.0
CHEMBL3897031,CHEMBL3924888,FP,0.9629629629629629
CHEMBL3897483,CHEMBL3929005,FP,1.0
CHEMBL3929005,CHEMBL3897483,FP,1.0
CHEMBL3900699,CHEMBL4109801,FP,1.0
CHEMBL4114519,CHEMBL3897835,FP,1.0
CHEMBL3897835,CHEMBL4114519,FP,1.0
CHEMBL4109801,CHEMBL3900699,FP,1.0
CHEMBL3915107,CHEMBL4112056,FP,1.0
CHEMBL4112056,CHEMBL3915107,FP,1.0
CHEMBL3907565,CHEMBL3983231,FP,1.0
CHEMBL3907565,CHEMBL3931001,FP,1.0
CHEMBL3922392,CHEMBL3956611,FP,1.0
CHEMBL3922392,CHEMBL3906857,FP,1.0
CHEMBL3956611,CHEMBL3922392,FP,1.0
CHEMBL3956611,CHEMBL3906857,FP,1.0
CHEMBL3983231,CHEMBL3907565,FP,1.0
CHEMBL3983231,CHEMBL3931001,FP,1.0
CHEMBL3906857,CHEMBL3922392,FP,1.0
CHEMBL3906857,CHEMBL3956611,FP,1.0
CHEMBL3931001,CHEMBL3907565,FP,1.0
CHEMBL3931001,CHEMBL3983231,FP,1.0
CHEMBL3898956,CHEMBL3978462,FP,1.0
CHEMBL3978462,CHEMBL3898956,FP,1.0
CHEMBL428690,CHEMBL422897,FP,1.0
CHEMBL428690,CHEMBL8817,FP,1.0
CHEMBL428690,CHEMBL418203,FP,1.0
CHEMBL422897,CHEMBL428690,FP,1.0
CHEMBL422897,CHEMBL8817,FP,1.0
CHEMBL422897,CHEMBL418203,FP,1.0
CHEMBL8817,CHEMBL428690,FP,1.0
CHEMBL8817,CHEMBL422897,FP,1.0
CHEMBL8817,CHEMBL418203,FP,1.0
CHEMBL418203,CHEMBL428690,FP,1.0
CHEMBL418203,CHEMBL422897,FP,1.0
CHEMBL418203,CHEMBL8817,FP,1.0
CHEMBL3898196,CHEMBL4109603,FP,1.0
CHEMBL3898196,CHEMBL3954819,FP,1.0
CHEMBL4109603,CHEMBL3898196,FP,1.0
CHEMBL4109603,CHEMBL3954819,FP,1.0
CHEMBL3947742,CHEMBL3963428,FP,1.0
CHEMBL3906263,CHEMBL3967682,FP,1.0
CHEMBL3906263,CHEMBL3934814,FP,1.0
CHEMBL3954819,CHEMBL3898196,FP,1.0
CHEMBL3954819,CHEMBL4109603,FP,1.0
CHEMBL3963428,CHEMBL3947742,FP,1.0
CHEMBL3967682,CHEMBL3906263,FP,1.0
CHEMBL3967682,CHEMBL3934814,FP,1.0
CHEMBL3934814,CHEMBL3906263,FP,1.0
CHEMBL3934814,CHEMBL3967682,FP,1.0
CHEMBL3959345,CHEMBL3925286,FP,1.0
CHEMBL3925286,CHEMBL3959345,FP,1.0
CHEMBL3907195,CHEMBL3954671,FP,1.0
CHEMBL3907195,CHEMBL3898322,FP,1.0
CHEMBL3943860,CHEMBL3939200,FP,1.0
CHEMBL3954671,CHEMBL3907195,FP,1.0
CHEMBL3954671,CHEMBL3898322,FP,1.0
CHEMBL3939200,CHEMBL3943860,FP,1.0
CHEMBL3898322,CHEMBL3907195,FP,1.0
CHEMBL3898322,CHEMBL3954671,FP,1.0
CHEMBL3901236,CHEMBL3898480,FP,1.0
CHEMBL3901236,CHEMBL3936547,FP,1.0
CHEMBL3902161,CHEMBL3899385,FP,0.9827586206896551
CHEMBL3902161,CHEMBL3951620,FP,1.0
CHEMBL3924346,CHEMBL3952709,FP,0.9836065573770492
CHEMBL3924346,CHEMBL3921652,FP,0.9672131147540983
CHEMBL3928197,CHEMBL3986286,FP,1.0
CHEMBL3898480,CHEMBL3901236,FP,1.0
CHEMBL3898480,CHEMBL3936547,FP,1.0
CHEMBL3986286,CHEMBL3928197,FP,1.0
CHEMBL3936547,CHEMBL3901236,FP,1.0
CHEMBL3936547,CHEMBL3898480,FP,1.0
CHEMBL3905131,CHEMBL3939306,FP,1.0
CHEMBL3899385,CHEMBL3902161,FP,0.9827586206896551
CHEMBL3899385,CHEMBL3951620,FP,0.9827586206896551
CHEMBL3952709,CHEMBL3924346,FP,0.9836065573770492
CHEMBL3952709,CHEMBL3921652,FP,0.9516129032258065
CHEMBL3951620,CHEMBL3902161,FP,1.0
CHEMBL3951620,CHEMBL3899385,FP,0.9827586206896551
CHEMBL3921652,CHEMBL3924346,FP,0.9672131147540983
CHEMBL3921652,CHEMBL3952709,FP,0.9516129032258065
CHEMBL3939306,CHEMBL3905131,FP,1.0
CHEMBL395415,CHEMBL554848,FP,1.0
CHEMBL554848,CHEMBL395415,FP,1.0
CHEMBL3944642,CHEMBL3913607,FP,1.0
CHEMBL3944642,CHEMBL3935692,FP,1.0
CHEMBL3975147,CHEMBL3985877,FP,1.0
CHEMBL3913607,CHEMBL3944642,FP,1.0
CHEMBL3913607,CHEMBL3935692,FP,1.0
CHEMBL3955505,CHEMBL3901587,FP,1.0
CHEMBL3955505,CHEMBL3935776,FP,1.0
CHEMBL3955505,CHEMBL3927895,FP,1.0
CHEMBL3899336,CHEMBL3983121,FP,1.0
CHEMBL3901587,CHEMBL3955505,FP,1.0
CHEMBL3901587,CHEMBL3935776,FP,1.0
CHEMBL3901587,CHEMBL3927895,FP,1.0
CHEMBL3935776,CHEMBL3955505,FP,1.0
CHEMBL3935776,CHEMBL3901587,FP,1.0
CHEMBL3935776,CHEMBL3927895,FP,1.0
CHEMBL3935692,CHEMBL3944642,FP,1.0
CHEMBL3935692,CHEMBL3913607,FP,1.0
CHEMBL3901211,CHEMBL3913062,FP,1.0
CHEMBL3901211,CHEMBL3983937,FP,1.0
CHEMBL3901211,CHEMBL3958494,FP,1.0
CHEMBL3913062,CHEMBL3901211,FP,1.0
CHEMBL3913062,CHEMBL3983937,FP,1.0
CHEMBL3913062,CHEMBL3958494,FP,1.0
CHEMBL3975989,CHEMBL3914195,FP,1.0
CHEMBL3983121,CHEMBL3899336,FP,1.0
CHEMBL3985877,CHEMBL3975147,FP,1.0
CHEMBL3983937,CHEMBL3901211,FP,1.0
CHEMBL3983937,CHEMBL3913062,FP,1.0
CHEMBL3983937,CHEMBL3958494,FP,1.0
CHEMBL3927895,CHEMBL3955505,FP,1.0
CHEMBL3927895,CHEMBL3901587,FP,1.0
CHEMBL3927895,CHEMBL3935776,FP,1.0
CHEMBL3958494,CHEMBL3901211,FP,1.0
CHEMBL3958494,CHEMBL3913062,FP,1.0
CHEMBL3958494,CHEMBL3983937,FP,1.0
CHEMBL3914195,CHEMBL3975989,FP,1.0
CHEMBL3901176,CHEMBL3947626,FP,1.0
CHEMBL3901176,CHEMBL3919846,FP,1.0
CHEMBL3901176,CHEMBL3954154,FP,1.0
CHEMBL3901176,CHEMBL3966308,FP,1.0
CHEMBL3901176,CHEMBL3953339,FP,1.0
CHEMBL3947626,CHEMBL3901176,FP,1.0
CHEMBL3947626,CHEMBL3919846,FP,1.0
CHEMBL3947626,CHEMBL3954154,FP,1.0
CHEMBL3947626,CHEMBL3966308,FP,1.0
CHEMBL3947626,CHEMBL3953339,FP,1.0
CHEMBL3919846,CHEMBL3901176,FP,1.0
CHEMBL3919846,CHEMBL3947626,FP,1.0
CHEMBL3919846,CHEMBL3954154,FP,1.0
CHEMBL3919846,CHEMBL3966308,FP,1.0
CHEMBL3919846,CHEMBL3953339,FP,1.0
CHEMBL3954154,CHEMBL3901176,FP,1.0
CHEMBL3954154,CHEMBL3947626,FP,1.0
CHEMBL3954154,CHEMBL3919846,FP,1.0
CHEMBL3954154,CHEMBL3966308,FP,1.0
CHEMBL3954154,CHEMBL3953339,FP,1.0
CHEMBL3966308,CHEMBL3901176,FP,1.0
CHEMBL3966308,CHEMBL3947626,FP,1.0
CHEMBL3966308,CHEMBL3919846,FP,1.0
CHEMBL3966308,CHEMBL3954154,FP,1.0
CHEMBL3966308,CHEMBL3953339,FP,1.0
CHEMBL3953339,CHEMBL3901176,FP,1.0
CHEMBL3953339,CHEMBL3947626,FP,1.0
CHEMBL3953339,CHEMBL3919846,FP,1.0
CHEMBL3953339,CHEMBL3954154,FP,1.0
CHEMBL3953339,CHEMBL3966308,FP,1.0
CHEMBL4110731,CHEMBL3924152,FP,1.0
CHEMBL3901533,CHEMBL4106807,FP,1.0
CHEMBL3924152,CHEMBL4110731,FP,1.0
CHEMBL4106807,CHEMBL3901533,FP,1.0
CHEMBL3902778,CHEMBL3939771,FP,1.0
CHEMBL3939771,CHEMBL3902778,FP,1.0
CHEMBL3973435,CHEMBL3936761,FP,1.0
CHEMBL3936761,CHEMBL3973435,FP,1.0
CHEMBL3905432,CHEMBL4107879,FP,1.0
CHEMBL4109796,CHEMBL3910496,FP,1.0
CHEMBL3910496,CHEMBL4109796,FP,1.0
CHEMBL4107879,CHEMBL3905432,FP,1.0
CHEMBL3903249,CHEMBL3903870,FP,1.0
CHEMBL3903870,CHEMBL3903249,FP,1.0
CHEMBL3903506,CHEMBL3972249,FP,0.9545454545454546
CHEMBL3972249,CHEMBL3903506,FP,0.9545454545454546
CHEMBL3972249,CHEMBL3916600,FP,0.9848484848484849
CHEMBL3972249,CHEMBL3938265,FP,0.9848484848484849
CHEMBL3916600,CHEMBL3972249,FP,0.9848484848484849
CHEMBL3916600,CHEMBL3938265,FP,1.0
CHEMBL3938265,CHEMBL3972249,FP,0.9848484848484849
CHEMBL3938265,CHEMBL3916600,FP,1.0
CHEMBL3980979,CHEMBL3957421,FP,1.0
CHEMBL3968423,CHEMBL3903790,FP,1.0
CHEMBL3966425,CHEMBL3904756,FP,1.0
CHEMBL3957421,CHEMBL3980979,FP,1.0
CHEMBL3903790,CHEMBL3968423,FP,1.0
CHEMBL3904756,CHEMBL3966425,FP,1.0
CHEMBL3985363,CHEMBL3941241,FP,1.0
CHEMBL3942424,CHEMBL3980095,FP,1.0
CHEMBL3980095,CHEMBL3942424,FP,1.0
CHEMBL3941241,CHEMBL3985363,FP,1.0
CHEMBL3904470,CHEMBL3939852,FP,1.0
CHEMBL3924891,CHEMBL3923190,FP,1.0
CHEMBL3939852,CHEMBL3904470,FP,1.0
CHEMBL3923190,CHEMBL3924891,FP,1.0
CHEMBL3955821,CHEMBL3904644,FP,0.9830508474576272
CHEMBL3904644,CHEMBL3955821,FP,0.9830508474576272
CHEMBL3904644,CHEMBL3932636,FP,0.9655172413793104
CHEMBL3932636,CHEMBL3904644,FP,0.9655172413793104
CHEMBL3911108,CHEMBL3930690,FP,1.0
CHEMBL3930690,CHEMBL3911108,FP,1.0
CHEMBL3905544,CHEMBL3981588,FP,1.0
CHEMBL3981588,CHEMBL3905544,FP,1.0
CHEMBL4114454,CHEMBL3918723,FP,1.0
CHEMBL3918723,CHEMBL4114454,FP,1.0
CHEMBL3919677,CHEMBL3958947,FP,1.0
CHEMBL3979337,CHEMBL3975334,FP,1.0
CHEMBL3979337,CHEMBL3921635,FP,1.0
CHEMBL3979337,CHEMBL3933267,FP,1.0
CHEMBL3933946,CHEMBL3970875,FP,1.0
CHEMBL3970875,CHEMBL3933946,FP,1.0
CHEMBL3975334,CHEMBL3979337,FP,1.0
CHEMBL3975334,CHEMBL3921635,FP,1.0
CHEMBL3975334,CHEMBL3933267,FP,1.0
CHEMBL3921635,CHEMBL3979337,FP,1.0
CHEMBL3921635,CHEMBL3975334,FP,1.0
CHEMBL3921635,CHEMBL3933267,FP,1.0
CHEMBL3933267,CHEMBL3979337,FP,1.0
CHEMBL3933267,CHEMBL3975334,FP,1.0
CHEMBL3933267,CHEMBL3921635,FP,1.0
CHEMBL3958947,CHEMBL3919677,FP,1.0
CHEMBL4115190,CHEMBL3907312,FP,1.0
CHEMBL3907312,CHEMBL4115190,FP,1.0
CHEMBL4113844,CHEMBL3907413,FP,1.0
CHEMBL3907413,CHEMBL4113844,FP,1.0
CHEMBL3916246,CHEMBL4106624,FP,1.0
CHEMBL4106624,CHEMBL3916246,FP,1.0
CHEMBL3935644,CHEMBL3907688,FP,1.0
CHEMBL3907688,CHEMBL3935644,FP,1.0
CHEMBL3952845,CHEMBL4110326,FP,1.0
CHEMBL4110326,CHEMBL3952845,FP,1.0
CHEMBL4643955,CHEMBL3909363,FP,1.0
CHEMBL4643955,CHEMBL4647914,FP,1.0
CHEMBL3909363,CHEMBL4643955,FP,1.0
CHEMBL3909363,CHEMBL4647914,FP,1.0
CHEMBL4647914,CHEMBL4643955,FP,1.0
CHEMBL4647914,CHEMBL3909363,FP,1.0
CHEMBL3952235,CHEMBL3909977,FP,0.9558823529411765
CHEMBL3909977,CHEMBL3952235,FP,0.9558823529411765
CHEMBL3956694,CHEMBL3938180,FP,1.0
CHEMBL3956694,CHEMBL3910520,FP,0.9672131147540983
CHEMBL3938180,CHEMBL3956694,FP,1.0
CHEMBL3938180,CHEMBL3910520,FP,0.9672131147540983
CHEMBL3910520,CHEMBL3956694,FP,0.9672131147540983
CHEMBL3910520,CHEMBL3938180,FP,0.9672131147540983
CHEMBL3914282,CHEMBL3969716,FP,1.0
CHEMBL3948901,CHEMBL3921081,FP,1.0
CHEMBL3969716,CHEMBL3914282,FP,1.0
CHEMBL3930000,CHEMBL3910692,FP,1.0
CHEMBL3910692,CHEMBL3930000,FP,1.0
CHEMBL3921081,CHEMBL3948901,FP,1.0
CHEMBL3964033,CHEMBL3911796,FP,1.0
CHEMBL3911796,CHEMBL3964033,FP,1.0
CHEMBL3912914,CHEMBL3940842,FP,1.0
CHEMBL3940842,CHEMBL3912914,FP,1.0
CHEMBL3985847,CHEMBL3931669,FP,1.0
CHEMBL3931669,CHEMBL3985847,FP,1.0
CHEMBL3938785,CHEMBL3967731,FP,1.0
CHEMBL3938785,CHEMBL3922451,FP,1.0
CHEMBL3967731,CHEMBL3938785,FP,1.0
CHEMBL3967731,CHEMBL3922451,FP,1.0
CHEMBL3922451,CHEMBL3938785,FP,1.0
CHEMBL3922451,CHEMBL3967731,FP,1.0
CHEMBL4786299,CHEMBL4787628,FP,1.0
CHEMBL3915620,CHEMBL4792027,FP,1.0
CHEMBL4787628,CHEMBL4786299,FP,1.0
CHEMBL4792027,CHEMBL3915620,FP,1.0
CHEMBL3972157,CHEMBL3933593,FP,1.0
CHEMBL3933593,CHEMBL3972157,FP,1.0
CHEMBL4800001,CHEMBL4798212,FP,0.9841269841269841
CHEMBL4800001,CHEMBL4778531,FP,0.9523809523809523
CHEMBL4800001,CHEMBL4777392,FP,0.9841269841269841
CHEMBL4798212,CHEMBL4800001,FP,0.9841269841269841
CHEMBL4798212,CHEMBL4777392,FP,1.0
CHEMBL4778531,CHEMBL4800001,FP,0.9523809523809523
CHEMBL4777392,CHEMBL4800001,FP,0.9841269841269841
CHEMBL4777392,CHEMBL4798212,FP,1.0
CHEMBL4106685,CHEMBL3916036,FP,1.0
CHEMBL3916036,CHEMBL4106685,FP,1.0
CHEMBL4109389,CHEMBL4115652,FP,1.0
CHEMBL4110312,CHEMBL4111124,FP,1.0
CHEMBL4115652,CHEMBL4109389,FP,1.0
CHEMBL4111124,CHEMBL4110312,FP,1.0
CHEMBL4638977,CHEMBL4647283,FP,1.0
CHEMBL4638977,CHEMBL3916231,FP,1.0
CHEMBL4647283,CHEMBL4638977,FP,1.0
CHEMBL4647283,CHEMBL3916231,FP,1.0
CHEMBL3916231,CHEMBL4638977,FP,1.0
CHEMBL3916231,CHEMBL4647283,FP,1.0
CHEMBL3971039,CHEMBL3963688,FP,1.0
CHEMBL3963688,CHEMBL3971039,FP,1.0
CHEMBL3974543,CHEMBL3918714,FP,1.0
CHEMBL3918714,CHEMBL3974543,FP,1.0
CHEMBL3920231,CHEMBL3961597,FP,0.9672131147540983
CHEMBL3961597,CHEMBL3920231,FP,0.9672131147540983
CHEMBL3933326,CHEMBL3976382,FP,1.0
CHEMBL3976382,CHEMBL3933326,FP,1.0
CHEMBL3956817,CHEMBL3920347,FP,1.0
CHEMBL3967855,CHEMBL3947086,FP,1.0
CHEMBL3947086,CHEMBL3967855,FP,1.0
CHEMBL3938300,CHEMBL3984438,FP,1.0
CHEMBL3984438,CHEMBL3938300,FP,1.0
CHEMBL3920347,CHEMBL3956817,FP,1.0
CHEMBL5280359,CHEMBL4863294,FP,1.0
CHEMBL3929484,CHEMBL3930620,FP,1.0
CHEMBL3930620,CHEMBL3929484,FP,1.0
CHEMBL4863294,CHEMBL5280359,FP,1.0
CHEMBL3920583,CHEMBL3957055,FP,1.0
CHEMBL3957055,CHEMBL3920583,FP,1.0
CHEMBL3971632,CHEMBL3947001,FP,0.9824561403508771
CHEMBL3947001,CHEMBL3971632,FP,0.9824561403508771
CHEMBL3957299,CHEMBL3920823,FP,1.0
CHEMBL3920823,CHEMBL3957299,FP,1.0
CHEMBL3921243,CHEMBL3933341,FP,1.0
CHEMBL3933341,CHEMBL3921243,FP,1.0
CHEMBL3921816,CHEMBL3982710,FP,1.0
CHEMBL3982710,CHEMBL3921816,FP,1.0
CHEMBL3923182,CHEMBL4112870,FP,1.0
CHEMBL4112870,CHEMBL3923182,FP,1.0
CHEMBL598603,CHEMBL606175,FP,1.0
CHEMBL606175,CHEMBL598603,FP,1.0
CHEMBL3938376,CHEMBL3940352,FP,1.0
CHEMBL3940352,CHEMBL3938376,FP,1.0
CHEMBL4108353,CHEMBL3955067,FP,1.0
CHEMBL3955067,CHEMBL4108353,FP,1.0
CHEMBL4110389,CHEMBL3932222,FP,1.0
CHEMBL3932222,CHEMBL4110389,FP,1.0
CHEMBL3948030,CHEMBL3976261,FP,0.9672131147540983
CHEMBL3948030,CHEMBL3932614,FP,0.9672131147540983
CHEMBL3976261,CHEMBL3948030,FP,0.9672131147540983
CHEMBL3976261,CHEMBL3932614,FP,1.0
CHEMBL3932614,CHEMBL3948030,FP,0.9672131147540983
CHEMBL3932614,CHEMBL3976261,FP,1.0
CHEMBL3943759,CHEMBL4111423,FP,1.0
CHEMBL4111423,CHEMBL3943759,FP,1.0
CHEMBL3943236,CHEMBL3972807,FP,1.0
CHEMBL3972807,CHEMBL3943236,FP,1.0
CHEMBL3936443,CHEMBL3980825,FP,1.0
CHEMBL3980825,CHEMBL3936443,FP,1.0
CHEMBL4110261,CHEMBL3941579,FP,1.0
CHEMBL3941579,CHEMBL4110261,FP,1.0
CHEMBL3982261,CHEMBL3973108,FP,1.0
CHEMBL3982261,CHEMBL3938760,FP,1.0
CHEMBL3973108,CHEMBL3982261,FP,1.0
CHEMBL3973108,CHEMBL3938760,FP,1.0
CHEMBL3938760,CHEMBL3982261,FP,1.0
CHEMBL3938760,CHEMBL3973108,FP,1.0
CHEMBL3976760,CHEMBL4111637,FP,1.0
CHEMBL3976760,CHEMBL3956155,FP,1.0
CHEMBL4111637,CHEMBL3976760,FP,1.0
CHEMBL4111637,CHEMBL3956155,FP,1.0
CHEMBL3956155,CHEMBL3976760,FP,1.0
CHEMBL3956155,CHEMBL4111637,FP,1.0
CHEMBL3940720,CHEMBL3970271,FP,1.0
CHEMBL3970271,CHEMBL3940720,FP,1.0
CHEMBL3941054,CHEMBL4107594,FP,1.0
CHEMBL4107594,CHEMBL3941054,FP,1.0
CHEMBL3946995,CHEMBL3950977,FP,1.0
CHEMBL3950977,CHEMBL3946995,FP,1.0
CHEMBL3946540,CHEMBL4115493,FP,1.0
CHEMBL4115493,CHEMBL3946540,FP,1.0
CHEMBL3947712,CHEMBL3945072,FP,1.0
CHEMBL3945072,CHEMBL3947712,FP,1.0
CHEMBL3946971,CHEMBL3967759,FP,1.0
CHEMBL3967759,CHEMBL3946971,FP,1.0
CHEMBL3947316,CHEMBL4110135,FP,1.0
CHEMBL4110135,CHEMBL3947316,FP,1.0
CHEMBL3977219,CHEMBL3957235,FP,1.0
CHEMBL3977219,CHEMBL3954614,FP,1.0
CHEMBL3957235,CHEMBL3977219,FP,1.0
CHEMBL3957235,CHEMBL3954614,FP,1.0
CHEMBL3954614,CHEMBL3977219,FP,1.0
CHEMBL3954614,CHEMBL3957235,FP,1.0
CHEMBL3948001,CHEMBL4114057,FP,1.0
CHEMBL4114057,CHEMBL3948001,FP,1.0
CHEMBL39541,CHEMBL501233,FP,0.9560439560439561
CHEMBL501233,CHEMBL39541,FP,0.9560439560439561
CHEMBL4066965,CHEMBL4094455,FP,1.0
CHEMBL4094455,CHEMBL4066965,FP,1.0
CHEMBL3957780,CHEMBL508627,FP,1.0
CHEMBL508627,CHEMBL3957780,FP,1.0
CHEMBL4548247,CHEMBL4476497,FP,1.0
CHEMBL4548247,CHEMBL4527843,FP,1.0
CHEMBL4476497,CHEMBL4548247,FP,1.0
CHEMBL4476497,CHEMBL4527843,FP,1.0
CHEMBL4527843,CHEMBL4548247,FP,1.0
CHEMBL4527843,CHEMBL4476497,FP,1.0
CHEMBL4467848,CHEMBL4566104,FP,1.0
CHEMBL4566104,CHEMBL4467848,FP,1.0
CHEMBL400785,CHEMBL400784,FP,1.0
CHEMBL400784,CHEMBL400785,FP,1.0
CHEMBL555214,CHEMBL401340,FP,1.0
CHEMBL401340,CHEMBL555214,FP,1.0
