a,b,rule,fp
CHEMBL218079,CHEMBL215857,FP,1.0
CHEMBL215857,CHEMBL218079,FP,1.0
CHEMBL2159487,CHEMBL2159490,FP,1.0
CHEMBL2159490,CHEMBL2159487,FP,1.0
CHEMBL2159488,CHEMBL2159491,FP,1.0
CHEMBL2159491,CHEMBL2159488,FP,1.0
CHEMBL2159489,CHEMBL2159492,FP,1.0
CHEMBL2159492,CHEMBL2159489,FP,1.0
CHEMBL215988,CHEMBL242920,FP,1.0
CHEMBL242920,CHEMBL215988,FP,1.0
CHEMBL216061,CHEMBL2364552,FP,1.0
CHEMBL2364552,CHEMBL216061,FP,1.0
CHEMBL444113,CHEMBL217234,FP,1.0
CHEMBL444113,CHEMBL216079,FP,1.0
CHEMBL444113,CHEMBL263876,FP,1.0
CHEMBL217234,CHEMBL444113,FP,1.0
CHEMBL217234,CHEMBL216079,FP,1.0
CHEMBL217234,CHEMBL263876,FP,1.0
CHEMBL216079,CHEMBL444113,FP,1.0
CHEMBL216079,CHEMBL217234,FP,1.0
CHEMBL216079,CHEMBL263876,FP,1.0
CHEMBL263876,CHEMBL444113,FP,1.0
CHEMBL263876,CHEMBL217234,FP,1.0
CHEMBL263876,CHEMBL216079,FP,1.0
CHEMBL387200,CHEMBL216082,FP,1.0
CHEMBL216082,CHEMBL387200,FP,1.0
CHEMBL386170,CHEMBL216182,FP,1.0
CHEMBL216182,CHEMBL386170,FP,1.0
CHEMBL216208,CHEMBL383897,FP,1.0
CHEMBL383897,CHEMBL216208,FP,1.0
CHEMBL2163398,CHEMBL2163402,FP,1.0
CHEMBL2163398,CHEMBL2163403,FP,1.0
CHEMBL2163402,CHEMBL2163398,FP,1.0
CHEMBL2163402,CHEMBL2163403,FP,1.0
CHEMBL2163403,CHEMBL2163398,FP,1.0
CHEMBL2163403,CHEMBL2163402,FP,1.0
CHEMBL2163406,CHEMBL2163405,FP,1.0
CHEMBL2163405,CHEMBL2163406,FP,1.0
CHEMBL2163574,CHEMBL2163573,FP,1.0
CHEMBL2163574,CHEMBL2163960,FP,1.0
CHEMBL2163573,CHEMBL2163574,FP,1.0
CHEMBL2163573,CHEMBL2163960,FP,1.0
CHEMBL2163960,CHEMBL2163574,FP,1.0
CHEMBL2163960,CHEMBL2163573,FP,1.0
CHEMBL2163576,CHEMBL2163962,FP,1.0
CHEMBL2163576,CHEMBL2163575,FP,1.0
CHEMBL2163962,CHEMBL2163576,FP,1.0
CHEMBL2163962,CHEMBL2163575,FP,1.0
CHEMBL2163575,CHEMBL2163576,FP,1.0
CHEMBL2163575,CHEMBL2163962,FP,1.0
CHEMBL2163964,CHEMBL2163577,FP,1.0
CHEMBL2163964,CHEMBL2163578,FP,1.0
CHEMBL2163577,CHEMBL2163964,FP,1.0
CHEMBL2163577,CHEMBL2163578,FP,1.0
CHEMBL2163578,CHEMBL2163964,FP,1.0
CHEMBL2163578,CHEMBL2163577,FP,1.0
CHEMBL2163927,CHEMBL2163926,FP,1.0
CHEMBL2163927,CHEMBL2163944,FP,1.0
CHEMBL2163926,CHEMBL2163927,FP,1.0
CHEMBL2163926,CHEMBL2163944,FP,1.0
CHEMBL2163944,CHEMBL2163927,FP,1.0
CHEMBL2163944,CHEMBL2163926,FP,1.0
CHEMBL2164809,CHEMBL2164791,FP,1.0
CHEMBL2164791,CHEMBL2164809,FP,1.0
CHEMBL2164793,CHEMBL2164792,FP,1.0
CHEMBL2164792,CHEMBL2164793,FP,1.0
CHEMBL2164796,CHEMBL2164797,FP,1.0
CHEMBL2164797,CHEMBL2164796,FP,1.0
CHEMBL2164800,CHEMBL2164799,FP,1.0
CHEMBL2164799,CHEMBL2164800,FP,1.0
CHEMBL2164802,CHEMBL2164803,FP,1.0
CHEMBL2164803,CHEMBL2164802,FP,1.0
CHEMBL2164805,CHEMBL2164804,FP,1.0
CHEMBL2164804,CHEMBL2164805,FP,1.0
CHEMBL2165191,CHEMBL3979323,FP,1.0
CHEMBL3979323,CHEMBL2165191,FP,1.0
CHEMBL216640,CHEMBL411338,FP,1.0
CHEMBL216640,CHEMBL374268,FP,1.0
CHEMBL411338,CHEMBL216640,FP,1.0
CHEMBL411338,CHEMBL374268,FP,1.0
CHEMBL374268,CHEMBL216640,FP,1.0
CHEMBL374268,CHEMBL411338,FP,1.0
CHEMBL217203,CHEMBL216674,FP,1.0
CHEMBL217203,CHEMBL217567,FP,1.0
CHEMBL216674,CHEMBL217203,FP,1.0
CHEMBL216674,CHEMBL217567,FP,1.0
CHEMBL217567,CHEMBL217203,FP,1.0
CHEMBL217567,CHEMBL216674,FP,1.0
CHEMBL405057,CHEMBL216696,FP,1.0
CHEMBL405057,CHEMBL407084,FP,1.0
CHEMBL216696,CHEMBL405057,FP,1.0
CHEMBL216696,CHEMBL407084,FP,1.0
CHEMBL407084,CHEMBL405057,FP,1.0
CHEMBL407084,CHEMBL216696,FP,1.0
CHEMBL298474,CHEMBL216750,FP,1.0
CHEMBL216750,CHEMBL298474,FP,1.0
CHEMBL558600,CHEMBL428295,FP,1.0
CHEMBL558600,CHEMBL216789,FP,1.0
CHEMBL428295,CHEMBL558600,FP,1.0
CHEMBL428295,CHEMBL216789,FP,1.0
CHEMBL216789,CHEMBL558600,FP,1.0
CHEMBL216789,CHEMBL428295,FP,1.0
CHEMBL21802,CHEMBL21680,FP,1.0
CHEMBL21680,CHEMBL21802,FP,1.0
CHEMBL406812,CHEMBL216813,FP,1.0
CHEMBL216813,CHEMBL406812,FP,1.0
CHEMBL553058,CHEMBL216927,FP,1.0
CHEMBL216927,CHEMBL553058,FP,1.0
CHEMBL216966,CHEMBL482881,FP,1.0
CHEMBL216966,CHEMBL3401420,FP,1.0
CHEMBL482881,CHEMBL216966,FP,1.0
CHEMBL482881,CHEMBL3401420,FP,1.0
CHEMBL3401420,CHEMBL216966,FP,1.0
CHEMBL3401420,CHEMBL482881,FP,1.0
CHEMBL2170099,CHEMBL2170081,FP,1.0
CHEMBL2170081,CHEMBL2170099,FP,1.0
CHEMBL2170082,CHEMBL2170083,FP,1.0
CHEMBL2170083,CHEMBL2170082,FP,1.0
CHEMBL2170084,CHEMBL2170085,FP,1.0
CHEMBL2170085,CHEMBL2170084,FP,1.0
CHEMBL2170086,CHEMBL2170089,FP,1.0
CHEMBL2170086,CHEMBL2170087,FP,1.0
CHEMBL2170086,CHEMBL2170088,FP,1.0
CHEMBL2170089,CHEMBL2170086,FP,1.0
CHEMBL2170089,CHEMBL2170087,FP,1.0
CHEMBL2170089,CHEMBL2170088,FP,1.0
CHEMBL2170087,CHEMBL2170086,FP,1.0
CHEMBL2170087,CHEMBL2170089,FP,1.0
CHEMBL2170087,CHEMBL2170088,FP,1.0
CHEMBL2170088,CHEMBL2170086,FP,1.0
CHEMBL2170088,CHEMBL2170089,FP,1.0
CHEMBL2170088,CHEMBL2170087,FP,1.0
CHEMBL2170470,CHEMBL2170471,FP,1.0
CHEMBL2170471,CHEMBL2170470,FP,1.0
CHEMBL2170488,CHEMBL2170487,FP,1.0
CHEMBL2170487,CHEMBL2170488,FP,1.0
CHEMBL264733,CHEMBL217049,FP,1.0
CHEMBL217049,CHEMBL264733,FP,1.0
CHEMBL2170786,CHEMBL2170785,FP,1.0
CHEMBL2170785,CHEMBL2170786,FP,1.0
CHEMBL2170788,CHEMBL2170787,FP,1.0
CHEMBL2170787,CHEMBL2170788,FP,1.0
CHEMBL2170790,CHEMBL2170789,FP,1.0
CHEMBL2170789,CHEMBL2170790,FP,1.0
CHEMBL2170791,CHEMBL2170792,FP,1.0
CHEMBL2170792,CHEMBL2170791,FP,1.0
CHEMBL2170855,CHEMBL65606,FP,1.0
CHEMBL65606,CHEMBL2170855,FP,1.0
CHEMBL217143,CHEMBL383938,FP,1.0
CHEMBL383938,CHEMBL217143,FP,1.0
CHEMBL2171812,CHEMBL4848205,FP,1.0
CHEMBL4848205,CHEMBL2171812,FP,1.0
CHEMBL2171847,CHEMBL2171846,FP,1.0
CHEMBL2171846,CHEMBL2171847,FP,1.0
CHEMBL2171995,CHEMBL2171996,FP,1.0
CHEMBL2171996,CHEMBL2171995,FP,1.0
CHEMBL425798,CHEMBL217219,FP,1.0
CHEMBL217219,CHEMBL425798,FP,1.0
CHEMBL2172746,CHEMBL2172747,FP,1.0
CHEMBL2172747,CHEMBL2172746,FP,1.0
CHEMBL5196672,CHEMBL2172750,FP,1.0
CHEMBL5196672,CHEMBL2172751,FP,1.0
CHEMBL2172750,CHEMBL5196672,FP,1.0
CHEMBL2172750,CHEMBL2172751,FP,1.0
CHEMBL2172751,CHEMBL5196672,FP,1.0
CHEMBL2172751,CHEMBL2172750,FP,1.0
CHEMBL217278,CHEMBL383978,FP,1.0
CHEMBL217278,CHEMBL262901,FP,1.0
CHEMBL383978,CHEMBL217278,FP,1.0
CHEMBL383978,CHEMBL262901,FP,1.0
CHEMBL262901,CHEMBL217278,FP,1.0
CHEMBL262901,CHEMBL383978,FP,1.0
CHEMBL384046,CHEMBL217299,FP,1.0
CHEMBL384046,CHEMBL387250,FP,1.0
CHEMBL217299,CHEMBL384046,FP,1.0
CHEMBL217299,CHEMBL387250,FP,1.0
CHEMBL387250,CHEMBL384046,FP,1.0
CHEMBL387250,CHEMBL217299,FP,1.0
CHEMBL217379,CHEMBL268984,FP,1.0
CHEMBL268984,CHEMBL217379,FP,1.0
CHEMBL385918,CHEMBL414180,FP,1.0
CHEMBL385918,CHEMBL262155,FP,1.0
CHEMBL385918,CHEMBL217424,FP,1.0
CHEMBL414180,CHEMBL385918,FP,1.0
CHEMBL414180,CHEMBL262155,FP,1.0
CHEMBL414180,CHEMBL217424,FP,1.0
CHEMBL262155,CHEMBL385918,FP,1.0
CHEMBL262155,CHEMBL414180,FP,1.0
CHEMBL262155,CHEMBL217424,FP,1.0
CHEMBL217424,CHEMBL385918,FP,1.0
CHEMBL217424,CHEMBL414180,FP,1.0
CHEMBL217424,CHEMBL262155,FP,1.0
CHEMBL439346,CHEMBL217469,FP,1.0
CHEMBL217469,CHEMBL439346,FP,1.0
CHEMBL217563,CHEMBL384522,FP,1.0
CHEMBL217563,CHEMBL261960,FP,1.0
CHEMBL384522,CHEMBL217563,FP,1.0
CHEMBL384522,CHEMBL261960,FP,1.0
CHEMBL261960,CHEMBL217563,FP,1.0
CHEMBL261960,CHEMBL384522,FP,1.0
CHEMBL3810141,CHEMBL2177294,FP,1.0
CHEMBL3810141,CHEMBL2177295,FP,1.0
CHEMBL2177294,CHEMBL3810141,FP,1.0
CHEMBL2177294,CHEMBL2177295,FP,1.0
CHEMBL2177295,CHEMBL3810141,FP,1.0
CHEMBL2177295,CHEMBL2177294,FP,1.0
CHEMBL2177380,CHEMBL2177390,FP,1.0
CHEMBL2177390,CHEMBL2177380,FP,1.0
CHEMBL2177382,CHEMBL2177381,FP,1.0
CHEMBL2177381,CHEMBL2177382,FP,1.0
CHEMBL2177535,CHEMBL2178155,FP,1.0
CHEMBL2177535,CHEMBL2178156,FP,1.0
CHEMBL2178155,CHEMBL2177535,FP,1.0
CHEMBL2178155,CHEMBL2178156,FP,1.0
CHEMBL2178156,CHEMBL2177535,FP,1.0
CHEMBL2178156,CHEMBL2178155,FP,1.0
CHEMBL2177538,CHEMBL2177536,FP,1.0
CHEMBL2177538,CHEMBL2177537,FP,1.0
CHEMBL2177536,CHEMBL2177538,FP,1.0
CHEMBL2177536,CHEMBL2177537,FP,1.0
CHEMBL2177537,CHEMBL2177538,FP,1.0
CHEMBL2177537,CHEMBL2177536,FP,1.0
CHEMBL2177540,CHEMBL2177539,FP,1.0
CHEMBL2177539,CHEMBL2177540,FP,1.0
CHEMBL2177552,CHEMBL2177551,FP,1.0
CHEMBL2177552,CHEMBL2177553,FP,1.0
CHEMBL2177551,CHEMBL2177552,FP,1.0
CHEMBL2177551,CHEMBL2177553,FP,1.0
CHEMBL2177553,CHEMBL2177552,FP,1.0
CHEMBL2177553,CHEMBL2177551,FP,1.0
CHEMBL2177587,CHEMBL2177588,FP,1.0
CHEMBL2177588,CHEMBL2177587,FP,1.0
CHEMBL2177648,CHEMBL2177649,FP,1.0
CHEMBL2177649,CHEMBL2177648,FP,1.0
CHEMBL5090583,CHEMBL2177689,FP,1.0
CHEMBL2177689,CHEMBL5090583,FP,1.0
CHEMBL2179557,CHEMBL2179554,FP,1.0
CHEMBL2179554,CHEMBL2179557,FP,1.0
CHEMBL2179558,CHEMBL2179556,FP,1.0
CHEMBL2179556,CHEMBL2179558,FP,1.0
CHEMBL217957,CHEMBL218600,FP,1.0
CHEMBL218600,CHEMBL217957,FP,1.0
CHEMBL2179963,CHEMBL2179965,FP,1.0
CHEMBL2179963,CHEMBL2179964,FP,1.0
CHEMBL2179965,CHEMBL2179963,FP,1.0
CHEMBL2179965,CHEMBL2179964,FP,1.0
CHEMBL2179964,CHEMBL2179963,FP,1.0
CHEMBL2179964,CHEMBL2179965,FP,1.0
CHEMBL3094096,CHEMBL2179967,FP,1.0
CHEMBL2179967,CHEMBL3094096,FP,1.0
CHEMBL2179969,CHEMBL2179968,FP,1.0
CHEMBL2179969,CHEMBL2179970,FP,1.0
CHEMBL2179968,CHEMBL2179969,FP,1.0
CHEMBL2179968,CHEMBL2179970,FP,1.0
CHEMBL2179970,CHEMBL2179969,FP,1.0
CHEMBL2179970,CHEMBL2179968,FP,1.0
CHEMBL2180605,CHEMBL2220486,FP,1.0
CHEMBL2220486,CHEMBL2180605,FP,1.0
CHEMBL2180931,CHEMBL2180932,FP,1.0
CHEMBL2180932,CHEMBL2180931,FP,1.0
CHEMBL2180983,CHEMBL2180982,FP,1.0
CHEMBL2180982,CHEMBL2180983,FP,1.0
CHEMBL2180984,CHEMBL2180985,FP,1.0
CHEMBL2180985,CHEMBL2180984,FP,1.0
CHEMBL2181017,CHEMBL2181016,FP,1.0
CHEMBL2181017,CHEMBL2181015,FP,1.0
CHEMBL2181017,CHEMBL501578,FP,1.0
CHEMBL2181016,CHEMBL2181017,FP,1.0
CHEMBL2181016,CHEMBL2181015,FP,1.0
CHEMBL2181016,CHEMBL501578,FP,1.0
CHEMBL2181015,CHEMBL2181017,FP,1.0
CHEMBL2181015,CHEMBL2181016,FP,1.0
CHEMBL2181015,CHEMBL501578,FP,1.0
CHEMBL501578,CHEMBL2181017,FP,1.0
CHEMBL501578,CHEMBL2181016,FP,1.0
CHEMBL501578,CHEMBL2181015,FP,1.0
CHEMBL5439075,CHEMBL2181088,FP,1.0
CHEMBL2181088,CHEMBL5439075,FP,1.0
CHEMBL218110,CHEMBL386637,FP,1.0
CHEMBL386637,CHEMBL218110,FP,1.0
CHEMBL2181151,CHEMBL2181150,FP,1.0
CHEMBL2181151,CHEMBL2181152,FP,1.0
CHEMBL2181150,CHEMBL2181151,FP,1.0
CHEMBL2181150,CHEMBL2181152,FP,1.0
CHEMBL2181152,CHEMBL2181151,FP,1.0
CHEMBL2181152,CHEMBL2181150,FP,1.0
CHEMBL2181202,CHEMBL363142,FP,1.0
CHEMBL363142,CHEMBL2181202,FP,1.0
CHEMBL5429085,CHEMBL2181313,FP,1.0
CHEMBL2181313,CHEMBL5429085,FP,1.0
CHEMBL2181319,CHEMBL5416999,FP,1.0
CHEMBL5416999,CHEMBL2181319,FP,1.0
CHEMBL2181324,CHEMBL5434272,FP,1.0
CHEMBL5434272,CHEMBL2181324,FP,1.0
CHEMBL2181327,CHEMBL5419439,FP,1.0
CHEMBL5419439,CHEMBL2181327,FP,1.0
CHEMBL22469,CHEMBL21819,FP,1.0
CHEMBL21819,CHEMBL22469,FP,1.0
CHEMBL218191,CHEMBL481977,FP,1.0
CHEMBL481977,CHEMBL218191,FP,1.0
CHEMBL218192,CHEMBL451632,FP,1.0
CHEMBL451632,CHEMBL218192,FP,1.0
CHEMBL3775798,CHEMBL2181925,FP,1.0
CHEMBL2181925,CHEMBL3775798,FP,1.0
CHEMBL2181938,CHEMBL2181939,FP,1.0
CHEMBL2181939,CHEMBL2181938,FP,1.0
CHEMBL2181973,CHEMBL608755,FP,1.0
CHEMBL608755,CHEMBL2181973,FP,1.0
CHEMBL368084,CHEMBL218227,FP,1.0
CHEMBL218227,CHEMBL368084,FP,1.0
CHEMBL430298,CHEMBL218763,FP,1.0
CHEMBL430298,CHEMBL218327,FP,1.0
CHEMBL218763,CHEMBL430298,FP,1.0
CHEMBL218763,CHEMBL218327,FP,1.0
CHEMBL218327,CHEMBL430298,FP,1.0
CHEMBL218327,CHEMBL218763,FP,1.0
CHEMBL218361,CHEMBL425442,FP,1.0
CHEMBL425442,CHEMBL218361,FP,1.0
CHEMBL219319,CHEMBL218506,FP,1.0
CHEMBL218506,CHEMBL219319,FP,1.0
CHEMBL218544,CHEMBL468065,FP,1.0
CHEMBL468065,CHEMBL218544,FP,1.0
CHEMBL21859,CHEMBL310650,FP,1.0
CHEMBL310650,CHEMBL21859,FP,1.0
CHEMBL386212,CHEMBL218651,FP,1.0
CHEMBL218651,CHEMBL386212,FP,1.0
CHEMBL218657,CHEMBL221126,FP,1.0
CHEMBL221126,CHEMBL218657,FP,1.0
CHEMBL385371,CHEMBL218732,FP,1.0
CHEMBL218732,CHEMBL385371,FP,1.0
CHEMBL218748,CHEMBL373821,FP,1.0
CHEMBL373821,CHEMBL218748,FP,1.0
CHEMBL218830,CHEMBL375348,FP,1.0
CHEMBL375348,CHEMBL218830,FP,1.0
CHEMBL540242,CHEMBL550365,FP,1.0
CHEMBL540242,CHEMBL218913,FP,1.0
CHEMBL540242,CHEMBL427949,FP,1.0
CHEMBL550365,CHEMBL540242,FP,1.0
CHEMBL550365,CHEMBL218913,FP,1.0
CHEMBL550365,CHEMBL427949,FP,1.0
CHEMBL218913,CHEMBL540242,FP,1.0
CHEMBL218913,CHEMBL550365,FP,1.0
CHEMBL218913,CHEMBL427949,FP,1.0
CHEMBL427949,CHEMBL540242,FP,1.0
CHEMBL427949,CHEMBL550365,FP,1.0
CHEMBL427949,CHEMBL218913,FP,1.0
CHEMBL218974,CHEMBL3786030,FP,1.0
CHEMBL218974,CHEMBL3786215,FP,1.0
CHEMBL3786030,CHEMBL218974,FP,1.0
CHEMBL3786030,CHEMBL3786215,FP,1.0
CHEMBL3786215,CHEMBL218974,FP,1.0
CHEMBL3786215,CHEMBL3786030,FP,1.0
CHEMBL435746,CHEMBL218980,FP,1.0
CHEMBL218980,CHEMBL435746,FP,1.0
CHEMBL218994,CHEMBL426020,FP,1.0
CHEMBL426020,CHEMBL218994,FP,1.0
CHEMBL219142,CHEMBL373889,FP,1.0
CHEMBL373889,CHEMBL219142,FP,1.0
CHEMBL506353,CHEMBL219194,FP,1.0
CHEMBL219194,CHEMBL506353,FP,1.0
CHEMBL219201,CHEMBL412029,FP,1.0
CHEMBL412029,CHEMBL219201,FP,1.0
CHEMBL415430,CHEMBL219237,FP,1.0
CHEMBL219237,CHEMBL415430,FP,1.0
CHEMBL5291310,CHEMBL219245,FP,1.0
CHEMBL5291310,CHEMBL5273139,FP,1.0
CHEMBL219245,CHEMBL5291310,FP,1.0
CHEMBL219245,CHEMBL5273139,FP,1.0
CHEMBL5273139,CHEMBL5291310,FP,1.0
CHEMBL5273139,CHEMBL219245,FP,1.0
CHEMBL450667,CHEMBL219302,FP,1.0
CHEMBL219302,CHEMBL450667,FP,1.0
CHEMBL408752,CHEMBL219375,FP,1.0
CHEMBL219375,CHEMBL408752,FP,1.0
CHEMBL21940,CHEMBL280912,FP,1.0
CHEMBL280912,CHEMBL21940,FP,1.0
CHEMBL465916,CHEMBL219645,FP,1.0
CHEMBL219645,CHEMBL465916,FP,1.0
CHEMBL219777,CHEMBL376895,FP,1.0
CHEMBL376895,CHEMBL219777,FP,1.0
CHEMBL219786,CHEMBL220393,FP,1.0
CHEMBL219786,CHEMBL222259,FP,1.0
CHEMBL219786,CHEMBL376057,FP,1.0
CHEMBL220393,CHEMBL219786,FP,1.0
CHEMBL220393,CHEMBL222259,FP,1.0
CHEMBL220393,CHEMBL376057,FP,1.0
CHEMBL222259,CHEMBL219786,FP,1.0
CHEMBL222259,CHEMBL220393,FP,1.0
CHEMBL222259,CHEMBL376057,FP,1.0
CHEMBL376057,CHEMBL219786,FP,1.0
CHEMBL376057,CHEMBL220393,FP,1.0
CHEMBL376057,CHEMBL222259,FP,1.0
CHEMBL376870,CHEMBL219825,FP,1.0
CHEMBL376870,CHEMBL376255,FP,1.0
CHEMBL376870,CHEMBL385328,FP,1.0
CHEMBL219825,CHEMBL376870,FP,1.0
CHEMBL219825,CHEMBL376255,FP,1.0
CHEMBL219825,CHEMBL385328,FP,1.0
CHEMBL376255,CHEMBL376870,FP,1.0
CHEMBL376255,CHEMBL219825,FP,1.0
CHEMBL376255,CHEMBL385328,FP,1.0
CHEMBL385328,CHEMBL376870,FP,1.0
CHEMBL385328,CHEMBL219825,FP,1.0
CHEMBL385328,CHEMBL376255,FP,1.0
CHEMBL54134,CHEMBL220195,FP,1.0
CHEMBL220195,CHEMBL54134,FP,1.0
CHEMBL220219,CHEMBL223244,FP,1.0
CHEMBL220219,CHEMBL373796,FP,1.0
CHEMBL220219,CHEMBL220333,FP,1.0
CHEMBL223244,CHEMBL220219,FP,1.0
CHEMBL223244,CHEMBL373796,FP,1.0
CHEMBL223244,CHEMBL220333,FP,1.0
CHEMBL373796,CHEMBL220219,FP,1.0
CHEMBL373796,CHEMBL223244,FP,1.0
CHEMBL373796,CHEMBL220333,FP,1.0
CHEMBL220333,CHEMBL220219,FP,1.0
CHEMBL220333,CHEMBL223244,FP,1.0
CHEMBL220333,CHEMBL373796,FP,1.0
CHEMBL223584,CHEMBL220274,FP,1.0
CHEMBL223584,CHEMBL222514,FP,1.0
CHEMBL220274,CHEMBL223584,FP,1.0
CHEMBL220274,CHEMBL222514,FP,1.0
CHEMBL222514,CHEMBL223584,FP,1.0
CHEMBL222514,CHEMBL220274,FP,1.0
CHEMBL448697,CHEMBL220295,FP,1.0
CHEMBL220295,CHEMBL448697,FP,1.0
CHEMBL373572,CHEMBL220327,FP,1.0
CHEMBL220327,CHEMBL373572,FP,1.0
CHEMBL2203338,CHEMBL2208347,FP,1.0
CHEMBL2208347,CHEMBL2203338,FP,1.0
CHEMBL2203404,CHEMBL2203403,FP,1.0
CHEMBL2203403,CHEMBL2203404,FP,1.0
CHEMBL2203406,CHEMBL2203405,FP,1.0
CHEMBL2203405,CHEMBL2203406,FP,1.0
CHEMBL2203740,CHEMBL2203738,FP,1.0
CHEMBL2203738,CHEMBL2203740,FP,1.0
CHEMBL2203744,CHEMBL2203739,FP,1.0
CHEMBL2203739,CHEMBL2203744,FP,1.0
CHEMBL2203885,CHEMBL2203884,FP,1.0
CHEMBL2203884,CHEMBL2203885,FP,1.0
CHEMBL2204021,CHEMBL2204022,FP,1.0
CHEMBL2204022,CHEMBL2204021,FP,1.0
CHEMBL2204023,CHEMBL2204024,FP,1.0
CHEMBL2204024,CHEMBL2204023,FP,1.0
CHEMBL2204026,CHEMBL2204025,FP,1.0
CHEMBL2204025,CHEMBL2204026,FP,1.0
CHEMBL2204027,CHEMBL2204028,FP,1.0
CHEMBL2204028,CHEMBL2204027,FP,1.0
CHEMBL2204030,CHEMBL2204029,FP,1.0
CHEMBL2204029,CHEMBL2204030,FP,1.0
CHEMBL2204031,CHEMBL2204032,FP,1.0
CHEMBL2204032,CHEMBL2204031,FP,1.0
CHEMBL2204034,CHEMBL2204033,FP,1.0
CHEMBL2204033,CHEMBL2204034,FP,1.0
CHEMBL2204035,CHEMBL2204036,FP,1.0
CHEMBL2204036,CHEMBL2204035,FP,1.0
CHEMBL220411,CHEMBL451075,FP,1.0
CHEMBL451075,CHEMBL220411,FP,1.0
CHEMBL427215,CHEMBL2204341,FP,1.0
CHEMBL2204341,CHEMBL427215,FP,1.0
CHEMBL4591436,CHEMBL2204570,FP,1.0
CHEMBL2204570,CHEMBL4591436,FP,1.0
CHEMBL5079941,CHEMBL2204695,FP,1.0
CHEMBL2204695,CHEMBL5079941,FP,1.0
CHEMBL5087457,CHEMBL2204696,FP,1.0
CHEMBL2204696,CHEMBL5087457,FP,1.0
CHEMBL2205413,CHEMBL2204730,FP,1.0
CHEMBL2205413,CHEMBL2204731,FP,1.0
CHEMBL2205413,CHEMBL2205412,FP,1.0
CHEMBL2204730,CHEMBL2205413,FP,1.0
CHEMBL2204730,CHEMBL2204731,FP,1.0
CHEMBL2204730,CHEMBL2205412,FP,1.0
CHEMBL2204731,CHEMBL2205413,FP,1.0
CHEMBL2204731,CHEMBL2204730,FP,1.0
CHEMBL2204731,CHEMBL2205412,FP,1.0
CHEMBL2205412,CHEMBL2205413,FP,1.0
CHEMBL2205412,CHEMBL2204730,FP,1.0
CHEMBL2205412,CHEMBL2204731,FP,1.0
CHEMBL2204942,CHEMBL2204931,FP,1.0
CHEMBL2204931,CHEMBL2204942,FP,1.0
CHEMBL2204933,CHEMBL2204932,FP,1.0
CHEMBL2204932,CHEMBL2204933,FP,1.0
CHEMBL2204936,CHEMBL2204938,FP,1.0
CHEMBL2204936,CHEMBL2204937,FP,1.0
CHEMBL2204936,CHEMBL2204935,FP,1.0
CHEMBL2204938,CHEMBL2204936,FP,1.0
CHEMBL2204938,CHEMBL2204937,FP,1.0
CHEMBL2204938,CHEMBL2204935,FP,1.0
CHEMBL2204937,CHEMBL2204936,FP,1.0
CHEMBL2204937,CHEMBL2204938,FP,1.0
CHEMBL2204937,CHEMBL2204935,FP,1.0
CHEMBL2204935,CHEMBL2204936,FP,1.0
CHEMBL2204935,CHEMBL2204938,FP,1.0
CHEMBL2204935,CHEMBL2204937,FP,1.0
CHEMBL2205415,CHEMBL2205414,FP,1.0
CHEMBL2205414,CHEMBL2205415,FP,1.0
CHEMBL485583,CHEMBL2205418,FP,1.0
CHEMBL2205418,CHEMBL485583,FP,1.0
CHEMBL2205420,CHEMBL2205421,FP,1.0
CHEMBL2205421,CHEMBL2205420,FP,1.0
CHEMBL2206265,CHEMBL5276671,FP,1.0
CHEMBL5276671,CHEMBL2206265,FP,1.0
CHEMBL2206302,CHEMBL2206303,FP,1.0
CHEMBL2206303,CHEMBL2206302,FP,1.0
CHEMBL3323088,CHEMBL2206509,FP,1.0
CHEMBL2206509,CHEMBL3323088,FP,1.0
CHEMBL2206599,CHEMBL2207177,FP,1.0
CHEMBL2207177,CHEMBL2206599,FP,1.0
CHEMBL220696,CHEMBL221227,FP,1.0
CHEMBL221227,CHEMBL220696,FP,1.0
CHEMBL507178,CHEMBL2207325,FP,1.0
CHEMBL507178,CHEMBL2207331,FP,1.0
CHEMBL2207325,CHEMBL507178,FP,1.0
CHEMBL2207325,CHEMBL2207331,FP,1.0
CHEMBL2207331,CHEMBL507178,FP,1.0
CHEMBL2207331,CHEMBL2207325,FP,1.0
CHEMBL2207332,CHEMBL2207326,FP,1.0
CHEMBL2207326,CHEMBL2207332,FP,1.0
CHEMBL2207333,CHEMBL2207327,FP,1.0
CHEMBL2207327,CHEMBL2207333,FP,1.0
CHEMBL220750,CHEMBL221544,FP,1.0
CHEMBL221544,CHEMBL220750,FP,1.0
CHEMBL2207681,CHEMBL2207680,FP,1.0
CHEMBL2207680,CHEMBL2207681,FP,1.0
CHEMBL2208034,CHEMBL3545328,FP,1.0
CHEMBL3545328,CHEMBL2208034,FP,1.0
CHEMBL2208355,CHEMBL399344,FP,1.0
CHEMBL399344,CHEMBL2208355,FP,1.0
CHEMBL2208356,CHEMBL249985,FP,1.0
CHEMBL249985,CHEMBL2208356,FP,1.0
CHEMBL435323,CHEMBL221436,FP,1.0
CHEMBL221436,CHEMBL435323,FP,1.0
CHEMBL221454,CHEMBL378225,FP,1.0
CHEMBL378225,CHEMBL221454,FP,1.0
CHEMBL278838,CHEMBL22154,FP,1.0
CHEMBL22154,CHEMBL278838,FP,1.0
