bucket_id,member
CHEMBL1441570,CHEMBL1441570
CHEMBL1172810,CHEMBL1172810
CHEMBL1172810,CHEMBL401114
CHEMBL1172881,CHEMBL1172881
CHEMBL1172881,CHEMBL465820
CHEMBL507686,CHEMBL447330
CHEMBL507686,CHEMBL117315
CHEMBL507686,CHEMBL507686
CHEMBL3593247,CHEMBL3593247
CHEMBL3593247,CHEMBL1796689
CHEMBL4562992,CHEMBL4562992
CHEMBL4562992,CHEMBL4524784
CHEMBL4574424,CHEMBL4574424
CHEMBL4574424,CHEMBL4529140
CHEMBL2347958,CHEMBL2105712
CHEMBL2347958,CHEMBL1173655
CHEMBL2347958,CHEMBL2347958
CHEMBL3357642,CHEMBL3357642
CHEMBL3357642,CHEMBL3357641
CHEMBL4532533,CHEMBL4532533
CHEMBL4532533,CHEMBL4438539
CHEMBL4473899,CHEMBL4473899
CHEMBL4473899,CHEMBL4441496
CHEMBL4590447,CHEMBL4590447
CHEMBL4590447,CHEMBL4456443
CHEMBL4565433,CHEMBL4565433
CHEMBL4565433,CHEMBL4533252
CHEMBL541908,CHEMBL537887
CHEMBL541908,CHEMBL395506
CHEMBL541908,CHEMBL541908
CHEMBL336920,CHEMBL336920
CHEMBL336920,CHEMBL1175
CHEMBL595063,CHEMBL595063
CHEMBL595063,CHEMBL594585
CHEMBL2037183,CHEMBL2037183
CHEMBL2037183,CHEMBL331071
CHEMBL423823,CHEMBL423823
CHEMBL423823,CHEMBL117672
CHEMBL117735,CHEMBL117735
CHEMBL117735,CHEMBL93011
CHEMBL1178786,CHEMBL1178786
CHEMBL1178786,CHEMBL41275
CHEMBL1276140,CHEMBL1276139
CHEMBL1276140,CHEMBL495095
CHEMBL1276140,CHEMBL1276140
CHEMBL1270463,CHEMBL1269774
CHEMBL1270463,CHEMBL1269773
CHEMBL1270463,CHEMBL1270369
CHEMBL1270463,CHEMBL1270463
CHEMBL1270662,CHEMBL1269776
CHEMBL1270662,CHEMBL1269775
CHEMBL1270662,CHEMBL1270662
CHEMBL3884279,CHEMBL3883667
CHEMBL3884279,CHEMBL3883560
CHEMBL3884279,CHEMBL3884279
CHEMBL3885496,CHEMBL3884044
CHEMBL3885496,CHEMBL3883830
CHEMBL3885496,CHEMBL3885496
CHEMBL1180285,CHEMBL1180285
CHEMBL1180285,CHEMBL120119
CHEMBL541091,CHEMBL541091
CHEMBL541091,CHEMBL128860
CHEMBL1761715,CHEMBL1761715
CHEMBL1761715,CHEMBL1760591
CHEMBL521582,CHEMBL521582
CHEMBL521582,CHEMBL190883
CHEMBL553962,CHEMBL553962
CHEMBL553962,CHEMBL339638
CHEMBL1180969,CHEMBL1180969
CHEMBL1180969,CHEMBL149121
CHEMBL1180976,CHEMBL1180976
CHEMBL1180976,CHEMBL149298
CHEMBL2037181,CHEMBL2037181
CHEMBL2037181,CHEMBL118169
CHEMBL1181770,CHEMBL1181770
CHEMBL1181770,CHEMBL191460
CHEMBL122123,CHEMBL122123
CHEMBL122123,CHEMBL118184
CHEMBL122008,CHEMBL122008
CHEMBL122008,CHEMBL118188
CHEMBL556001,CHEMBL1182155
CHEMBL556001,CHEMBL25554
CHEMBL556001,CHEMBL214986
CHEMBL556001,CHEMBL215421
CHEMBL556001,CHEMBL36622
CHEMBL556001,CHEMBL3740374
CHEMBL556001,CHEMBL3741808
CHEMBL556001,CHEMBL556001
CHEMBL2153552,CHEMBL2153552
CHEMBL2153552,CHEMBL2153551
CHEMBL2153554,CHEMBL2153554
CHEMBL2153554,CHEMBL2153553
CHEMBL2153556,CHEMBL2153556
CHEMBL2153556,CHEMBL2153555
CHEMBL2153558,CHEMBL2153558
CHEMBL2153558,CHEMBL2153557
CHEMBL2153560,CHEMBL2153560
CHEMBL2153560,CHEMBL2153559
CHEMBL1182777,CHEMBL1182777
CHEMBL1182777,CHEMBL265470
CHEMBL1951702,CHEMBL1951702
CHEMBL1951702,CHEMBL1951701
CHEMBL4798954,CHEMBL243300
CHEMBL4798954,CHEMBL243092
CHEMBL4798954,CHEMBL243301
CHEMBL4798954,CHEMBL388873
CHEMBL4798954,CHEMBL4798954
CHEMBL414889,CHEMBL397276
CHEMBL414889,CHEMBL334898
CHEMBL414889,CHEMBL414889
CHEMBL4754352,CHEMBL4748910
CHEMBL4754352,CHEMBL4744284
CHEMBL4754352,CHEMBL4754352
CHEMBL4795160,CHEMBL4795160
CHEMBL4795160,CHEMBL4748573
CHEMBL419227,CHEMBL419227
CHEMBL419227,CHEMBL327600
CHEMBL2111779,CHEMBL2111779
CHEMBL2111779,CHEMBL119800
CHEMBL1183796,CHEMBL1183796
CHEMBL1183796,CHEMBL318112
CHEMBL1183989,CHEMBL1183989
CHEMBL1183989,CHEMBL327331
CHEMBL1184021,CHEMBL1184021
CHEMBL1184021,CHEMBL328582
CHEMBL350499,CHEMBL350499
CHEMBL350499,CHEMBL328298
CHEMBL330496,CHEMBL330496
CHEMBL330496,CHEMBL7967
CHEMBL281086,CHEMBL281086
CHEMBL281086,CHEMBL118449
CHEMBL194021,CHEMBL194021
CHEMBL194021,CHEMBL118479
CHEMBL364055,CHEMBL364055
CHEMBL364055,CHEMBL118487
CHEMBL3216422,CHEMBL3216422
CHEMBL3216422,CHEMBL1186058
CHEMBL3215564,CHEMBL3215564
CHEMBL3215564,CHEMBL1186374
CHEMBL1186409,CHEMBL1186409
CHEMBL1186409,CHEMBL461579
CHEMBL1688494,CHEMBL1688494
CHEMBL1688494,CHEMBL1688493
CHEMBL1186460,CHEMBL1186460
CHEMBL1186460,CHEMBL464493
CHEMBL1190487,CHEMBL1190487
CHEMBL1190487,CHEMBL540960
CHEMBL1201770,CHEMBL1186579
CHEMBL1201770,CHEMBL470617
CHEMBL1201770,CHEMBL1201770
CHEMBL1186644,CHEMBL1186644
CHEMBL1186644,CHEMBL473546
CHEMBL2409374,CHEMBL2409374
CHEMBL2409374,CHEMBL2409367
CHEMBL3597317,CHEMBL3597317
CHEMBL3597317,CHEMBL3597316
CHEMBL3597319,CHEMBL3597319
CHEMBL3597319,CHEMBL3597318
CHEMBL3597321,CHEMBL3597321
CHEMBL3597321,CHEMBL3597320
CHEMBL1917232,CHEMBL1917232
CHEMBL1917232,CHEMBL1917231
CHEMBL3216208,CHEMBL3216208
CHEMBL3216208,CHEMBL1187001
CHEMBL3216210,CHEMBL3216210
CHEMBL3216210,CHEMBL1187774
CHEMBL605993,CHEMBL1200811
CHEMBL605993,CHEMBL1363
CHEMBL605993,CHEMBL1256786
CHEMBL605993,CHEMBL605993
CHEMBL1376064,CHEMBL1376064
CHEMBL1376064,CHEMBL83063
CHEMBL284782,CHEMBL284782
CHEMBL284782,CHEMBL152535
CHEMBL2180641,CHEMBL2180641
CHEMBL2180641,CHEMBL2180637
CHEMBL537445,CHEMBL537445
CHEMBL537445,CHEMBL32800
CHEMBL1188627,CHEMBL1188627
CHEMBL1188627,CHEMBL161867
CHEMBL332091,CHEMBL332091
CHEMBL332091,CHEMBL118923
CHEMBL382655,CHEMBL382655
CHEMBL382655,CHEMBL202118
CHEMBL387914,CHEMBL387914
CHEMBL387914,CHEMBL202609
CHEMBL2029550,CHEMBL2029550
CHEMBL2029550,CHEMBL2029549
CHEMBL427071,CHEMBL375471
CHEMBL427071,CHEMBL229836
CHEMBL427071,CHEMBL427071
CHEMBL605417,CHEMBL599451
CHEMBL605417,CHEMBL597209
CHEMBL605417,CHEMBL605417
CHEMBL1563,CHEMBL1563
CHEMBL1563,CHEMBL178
CHEMBL53463,CHEMBL2145445
CHEMBL53463,CHEMBL417
CHEMBL53463,CHEMBL359744
CHEMBL53463,CHEMBL53463
CHEMBL5407417,CHEMBL5407417
CHEMBL5407417,CHEMBL3301909
CHEMBL119096,CHEMBL119096
CHEMBL119096,CHEMBL92129
CHEMBL1196093,CHEMBL1196093
CHEMBL1196093,CHEMBL555891
CHEMBL2181967,CHEMBL2181967
CHEMBL2181967,CHEMBL168567
CHEMBL605034,CHEMBL605034
CHEMBL605034,CHEMBL194031
CHEMBL2113639,CHEMBL2113639
CHEMBL2113639,CHEMBL608653
CHEMBL1197556,CHEMBL1197556
CHEMBL1197556,CHEMBL576409
CHEMBL1197763,CHEMBL1197763
CHEMBL1197763,CHEMBL574567
CHEMBL407529,CHEMBL407529
CHEMBL407529,CHEMBL268818
CHEMBL584799,CHEMBL584799
CHEMBL584799,CHEMBL584594
CHEMBL584800,CHEMBL584800
CHEMBL584800,CHEMBL584595
CHEMBL584801,CHEMBL584801
CHEMBL584801,CHEMBL584596
CHEMBL3215582,CHEMBL3215582
CHEMBL3215582,CHEMBL1197798
CHEMBL1197989,CHEMBL1197989
CHEMBL1197989,CHEMBL592704
CHEMBL2408689,CHEMBL2408689
CHEMBL2408689,CHEMBL2408688
CHEMBL2408820,CHEMBL2408696
CHEMBL2408820,CHEMBL2408695
CHEMBL2408820,CHEMBL2408818
CHEMBL2408820,CHEMBL2408819
CHEMBL2408820,CHEMBL2408820
CHEMBL5195108,CHEMBL5195108
CHEMBL5195108,CHEMBL5179487
CHEMBL1200348,CHEMBL1200348
CHEMBL1200348,CHEMBL1221
CHEMBL1200389,CHEMBL1200389
CHEMBL1200389,CHEMBL844
CHEMBL1200399,CHEMBL1200399
CHEMBL1200399,CHEMBL49
CHEMBL1200485,CHEMBL1200485
CHEMBL1200485,CHEMBL1336
CHEMBL3973966,CHEMBL3973966
CHEMBL3973966,CHEMBL3934468
CHEMBL3984522,CHEMBL3984522
CHEMBL3984522,CHEMBL3949983
CHEMBL1200492,CHEMBL1200492
CHEMBL1200492,CHEMBL623
CHEMBL541887,CHEMBL1200512
CHEMBL541887,CHEMBL481
CHEMBL541887,CHEMBL541887
CHEMBL1200517,CHEMBL1200517
CHEMBL1200517,CHEMBL1732
CHEMBL1200530,CHEMBL1200530
CHEMBL1200530,CHEMBL996
CHEMBL321818,CHEMBL321818
CHEMBL321818,CHEMBL120055
CHEMBL1200561,CHEMBL1200561
CHEMBL1200561,CHEMBL707
CHEMBL1200563,CHEMBL1200563
CHEMBL1200563,CHEMBL1477
CHEMBL1200681,CHEMBL1200681
CHEMBL1200681,CHEMBL787
CHEMBL311909,CHEMBL311909
CHEMBL311909,CHEMBL296966
CHEMBL1200735,CHEMBL1200735
CHEMBL1200735,CHEMBL32
CHEMBL1201284,CHEMBL1201284
CHEMBL1201284,CHEMBL1200776
CHEMBL1200791,CHEMBL1200791
CHEMBL1200791,CHEMBL762
CHEMBL1200795,CHEMBL1200795
CHEMBL1200795,CHEMBL1626
CHEMBL1200809,CHEMBL1200809
CHEMBL1200809,CHEMBL639
CHEMBL1200836,CHEMBL1200836
CHEMBL1200836,CHEMBL1262
CHEMBL3655944,CHEMBL3655943
CHEMBL3655944,CHEMBL3655915
CHEMBL3655944,CHEMBL3655944
CHEMBL1200930,CHEMBL1200930
CHEMBL1200930,CHEMBL1219
CHEMBL1200964,CHEMBL1200964
CHEMBL1200964,CHEMBL629
CHEMBL1201156,CHEMBL1201156
CHEMBL1201156,CHEMBL445
CHEMBL1980844,CHEMBL1980844
CHEMBL1980844,CHEMBL1541
CHEMBL1201335,CHEMBL1201335
CHEMBL1201335,CHEMBL1201027
CHEMBL1201049,CHEMBL1201049
CHEMBL1201049,CHEMBL808
CHEMBL1559,CHEMBL1559
CHEMBL1559,CHEMBL91
CHEMBL1275,CHEMBL1275
CHEMBL1275,CHEMBL531
CHEMBL1927025,CHEMBL1788307
CHEMBL1927025,CHEMBL6731
CHEMBL1927025,CHEMBL1927025
CHEMBL382757,CHEMBL195390
CHEMBL382757,CHEMBL43048
CHEMBL382757,CHEMBL3189075
CHEMBL382757,CHEMBL382757
CHEMBL404184,CHEMBL404184
CHEMBL404184,CHEMBL257943
CHEMBL286452,CHEMBL286452
CHEMBL286452,CHEMBL135
CHEMBL3331526,CHEMBL3331524
CHEMBL3331526,CHEMBL3331523
CHEMBL3331526,CHEMBL3331525
CHEMBL3331526,CHEMBL3331526
CHEMBL5395411,CHEMBL5395411
CHEMBL5395411,CHEMBL4526356
CHEMBL1201179,CHEMBL1201179
CHEMBL1201179,CHEMBL554
CHEMBL3344221,CHEMBL3344216
CHEMBL3344221,CHEMBL3344208
CHEMBL3344221,CHEMBL3344221
CHEMBL3344220,CHEMBL3344215
CHEMBL3344220,CHEMBL3344209
CHEMBL3344220,CHEMBL3344220
CHEMBL3344219,CHEMBL3344219
CHEMBL3344219,CHEMBL3344218
CHEMBL3980430,CHEMBL3980430
CHEMBL3980430,CHEMBL3936512
CHEMBL3349614,CHEMBL2079563
CHEMBL3349614,CHEMBL1201185
CHEMBL3349614,CHEMBL2079626
CHEMBL3349614,CHEMBL3349614
CHEMBL1908377,CHEMBL1572280
CHEMBL1908377,CHEMBL1201303
CHEMBL1908377,CHEMBL1908377
CHEMBL262303,CHEMBL262303
CHEMBL262303,CHEMBL120135
CHEMBL1201353,CHEMBL1201353
CHEMBL1201353,CHEMBL505
CHEMBL3349020,CHEMBL2051990
CHEMBL3349020,CHEMBL9798
CHEMBL3349020,CHEMBL296373
CHEMBL3349020,CHEMBL3349020
CHEMBL2069500,CHEMBL2069500
CHEMBL2069500,CHEMBL1201959
CHEMBL344116,CHEMBL344116
CHEMBL344116,CHEMBL145810
CHEMBL344513,CHEMBL344513
CHEMBL344513,CHEMBL145940
CHEMBL553590,CHEMBL146615
CHEMBL553590,CHEMBL146042
CHEMBL553590,CHEMBL553590
CHEMBL544266,CHEMBL296602
CHEMBL544266,CHEMBL146332
CHEMBL544266,CHEMBL341898
CHEMBL544266,CHEMBL544266
CHEMBL1744173,CHEMBL1744173
CHEMBL1744173,CHEMBL147040
CHEMBL552891,CHEMBL1788140
CHEMBL552891,CHEMBL147950
CHEMBL552891,CHEMBL301782
CHEMBL552891,CHEMBL356750
CHEMBL552891,CHEMBL552891
CHEMBL545201,CHEMBL356552
CHEMBL545201,CHEMBL147983
CHEMBL545201,CHEMBL545201
CHEMBL356531,CHEMBL356531
CHEMBL356531,CHEMBL148104
CHEMBL554565,CHEMBL537996
CHEMBL554565,CHEMBL300019
CHEMBL554565,CHEMBL543372
CHEMBL554565,CHEMBL543688
CHEMBL554565,CHEMBL554565
CHEMBL555597,CHEMBL555597
CHEMBL555597,CHEMBL300185
CHEMBL89752,CHEMBL301514
CHEMBL89752,CHEMBL89142
CHEMBL89752,CHEMBL89752
CHEMBL356981,CHEMBL356981
CHEMBL356981,CHEMBL344110
CHEMBL424496,CHEMBL424496
CHEMBL424496,CHEMBL359025
CHEMBL554756,CHEMBL554756
CHEMBL554756,CHEMBL51224
CHEMBL545435,CHEMBL545435
CHEMBL545435,CHEMBL52904
CHEMBL1783095,CHEMBL1783095
CHEMBL1783095,CHEMBL1783094
CHEMBL4531673,CHEMBL4531673
CHEMBL4531673,CHEMBL27403
CHEMBL511555,CHEMBL511555
CHEMBL511555,CHEMBL466462
CHEMBL2092961,CHEMBL1204119
CHEMBL2092961,CHEMBL1202208
CHEMBL2092961,CHEMBL2092961
CHEMBL302075,CHEMBL1204116
CHEMBL302075,CHEMBL125455
CHEMBL302075,CHEMBL302075
CHEMBL1204122,CHEMBL1204122
CHEMBL1204122,CHEMBL201170
CHEMBL1202425,CHEMBL1202425
CHEMBL1202425,CHEMBL298027
CHEMBL3759238,CHEMBL1202427
CHEMBL3759238,CHEMBL301804
CHEMBL3759238,CHEMBL3759238
CHEMBL533849,CHEMBL533849
CHEMBL533849,CHEMBL24828
CHEMBL1744087,CHEMBL1744087
CHEMBL1744087,CHEMBL1202783
CHEMBL1202927,CHEMBL1202927
CHEMBL1202927,CHEMBL26501
CHEMBL1630942,CHEMBL1630942
CHEMBL1630942,CHEMBL1630941
CHEMBL423157,CHEMBL423157
CHEMBL423157,CHEMBL134380
CHEMBL307717,CHEMBL1204285
CHEMBL307717,CHEMBL70887
CHEMBL307717,CHEMBL305905
CHEMBL307717,CHEMBL307717
CHEMBL1204306,CHEMBL1204306
CHEMBL1204306,CHEMBL320684
CHEMBL1204347,CHEMBL1204347
CHEMBL1204347,CHEMBL136562
CHEMBL1237336,CHEMBL1237326
CHEMBL1237336,CHEMBL76004
CHEMBL1237336,CHEMBL1237336
CHEMBL95636,CHEMBL95636
CHEMBL95636,CHEMBL12628
CHEMBL2096748,CHEMBL2096748
CHEMBL2096748,CHEMBL176506
CHEMBL2447974,CHEMBL2447974
CHEMBL2447974,CHEMBL54177
CHEMBL387250,CHEMBL384046
CHEMBL387250,CHEMBL217299
CHEMBL387250,CHEMBL387250
CHEMBL1203946,CHEMBL1203946
CHEMBL1203946,CHEMBL229181
CHEMBL1203953,CHEMBL1203953
CHEMBL1203953,CHEMBL559371
CHEMBL2112075,CHEMBL2112075
CHEMBL2112075,CHEMBL180672
CHEMBL1204403,CHEMBL1204126
CHEMBL1204403,CHEMBL572709
CHEMBL1204403,CHEMBL1204403
CHEMBL1204129,CHEMBL1204128
CHEMBL1204129,CHEMBL571060
CHEMBL1204129,CHEMBL1204129
CHEMBL1204131,CHEMBL1204130
CHEMBL1204131,CHEMBL570939
CHEMBL1204131,CHEMBL1204131
CHEMBL1204146,CHEMBL1204146
CHEMBL1204146,CHEMBL597
CHEMBL1204203,CHEMBL1204203
CHEMBL1204203,CHEMBL416266
CHEMBL1744111,CHEMBL1744111
CHEMBL1744111,CHEMBL1204307
CHEMBL2112372,CHEMBL2112372
CHEMBL2112372,CHEMBL1788128
CHEMBL1204387,CHEMBL1204387
CHEMBL1204387,CHEMBL395996
CHEMBL512688,CHEMBL512688
CHEMBL512688,CHEMBL231594
CHEMBL469780,CHEMBL469780
CHEMBL469780,CHEMBL429965
CHEMBL563209,CHEMBL563209
CHEMBL563209,CHEMBL562107
CHEMBL563775,CHEMBL563775
CHEMBL563775,CHEMBL562839
CHEMBL1205,CHEMBL1205
CHEMBL1205,CHEMBL584
CHEMBL1795043,CHEMBL1795043
CHEMBL1795043,CHEMBL27508
CHEMBL1713,CHEMBL1713
CHEMBL1713,CHEMBL71
CHEMBL340267,CHEMBL3115585
CHEMBL340267,CHEMBL135222
CHEMBL340267,CHEMBL340267
CHEMBL1207972,CHEMBL1207972
CHEMBL1207972,CHEMBL467114
CHEMBL295124,CHEMBL295124
CHEMBL295124,CHEMBL12089
CHEMBL4640228,CHEMBL4640228
CHEMBL4640228,CHEMBL4634195
CHEMBL1209071,CHEMBL1209071
CHEMBL1209071,CHEMBL1209070
CHEMBL1209125,CHEMBL1209125
CHEMBL1209125,CHEMBL1209124
CHEMBL1209242,CHEMBL1209242
CHEMBL1209242,CHEMBL1209187
CHEMBL1209626,CHEMBL1209626
CHEMBL1209626,CHEMBL1209625
CHEMBL3780481,CHEMBL3780481
CHEMBL3780481,CHEMBL2334891
CHEMBL3781035,CHEMBL3781035
CHEMBL3781035,CHEMBL3780140
CHEMBL3964242,CHEMBL3964242
CHEMBL3964242,CHEMBL3963862
CHEMBL595489,CHEMBL595489
CHEMBL595489,CHEMBL487387
CHEMBL5410716,CHEMBL5410716
CHEMBL5410716,CHEMBL5399568
CHEMBL1209696,CHEMBL1209696
CHEMBL1209696,CHEMBL1209695
CHEMBL124561,CHEMBL123642
CHEMBL124561,CHEMBL120995
CHEMBL124561,CHEMBL124561
CHEMBL843,CHEMBL843
CHEMBL843,CHEMBL121
CHEMBL1229205,CHEMBL1229205
CHEMBL1229205,CHEMBL1210423
CHEMBL544473,CHEMBL121211
CHEMBL544473,CHEMBL121060
CHEMBL544473,CHEMBL121403
CHEMBL544473,CHEMBL121494
CHEMBL544473,CHEMBL2373184
CHEMBL544473,CHEMBL2373185
CHEMBL544473,CHEMBL2373216
CHEMBL544473,CHEMBL2373217
CHEMBL544473,CHEMBL331883
CHEMBL544473,CHEMBL333410
CHEMBL544473,CHEMBL338510
CHEMBL544473,CHEMBL435380
CHEMBL544473,CHEMBL544473
CHEMBL38685,CHEMBL38685
CHEMBL38685,CHEMBL12391
CHEMBL366489,CHEMBL366489
CHEMBL366489,CHEMBL122005
CHEMBL449296,CHEMBL449296
CHEMBL449296,CHEMBL333964
CHEMBL12152,CHEMBL12129
CHEMBL12152,CHEMBL12124
CHEMBL12152,CHEMBL12152
CHEMBL1229211,CHEMBL1229211
CHEMBL1229211,CHEMBL1213165
CHEMBL4444446,CHEMBL4444446
CHEMBL4444446,CHEMBL4112447
CHEMBL141898,CHEMBL141898
CHEMBL141898,CHEMBL140879
CHEMBL289888,CHEMBL289888
CHEMBL289888,CHEMBL35710
CHEMBL416657,CHEMBL416657
CHEMBL416657,CHEMBL29097
CHEMBL1213891,CHEMBL1213891
CHEMBL1213891,CHEMBL365159
CHEMBL2326262,CHEMBL2326262
CHEMBL2326262,CHEMBL2326260
CHEMBL1214025,CHEMBL1214025
CHEMBL1214025,CHEMBL1214024
CHEMBL611925,CHEMBL611925
CHEMBL611925,CHEMBL611924
CHEMBL1214027,CHEMBL1214027
CHEMBL1214027,CHEMBL1214026
CHEMBL555522,CHEMBL1214076
CHEMBL555522,CHEMBL31421
CHEMBL555522,CHEMBL294616
CHEMBL555522,CHEMBL301702
CHEMBL555522,CHEMBL5087624
CHEMBL555522,CHEMBL555522
CHEMBL405978,CHEMBL405978
CHEMBL405978,CHEMBL143939
CHEMBL3350316,CHEMBL2115466
CHEMBL3350316,CHEMBL2115043
CHEMBL3350316,CHEMBL3350316
CHEMBL373572,CHEMBL373572
CHEMBL373572,CHEMBL220327
CHEMBL2372329,CHEMBL2370366
CHEMBL2372329,CHEMBL2370362
CHEMBL2372329,CHEMBL2372329
CHEMBL2370370,CHEMBL2370370
CHEMBL2370370,CHEMBL2370368
CHEMBL310681,CHEMBL310681
CHEMBL310681,CHEMBL76086
CHEMBL80648,CHEMBL80648
CHEMBL80648,CHEMBL77008
CHEMBL2069130,CHEMBL2069130
CHEMBL2069130,CHEMBL1214240
CHEMBL1214399,CHEMBL1214399
CHEMBL1214399,CHEMBL1214338
CHEMBL1214447,CHEMBL1214447
CHEMBL1214447,CHEMBL1214397
CHEMBL1214452,CHEMBL1214452
CHEMBL1214452,CHEMBL1214448
CHEMBL1214560,CHEMBL1214560
CHEMBL1214560,CHEMBL1214559
CHEMBL3736342,CHEMBL1214760
CHEMBL3736342,CHEMBL1214759
CHEMBL3736342,CHEMBL1214761
CHEMBL3736342,CHEMBL1214762
CHEMBL3736342,CHEMBL1214763
CHEMBL3736342,CHEMBL3734952
CHEMBL3736342,CHEMBL3735456
CHEMBL3736342,CHEMBL3735736
CHEMBL3736342,CHEMBL3736342
CHEMBL1215762,CHEMBL1215762
CHEMBL1215762,CHEMBL1214910
CHEMBL1508,CHEMBL1508
CHEMBL1508,CHEMBL549
CHEMBL1809213,CHEMBL1229259
CHEMBL1809213,CHEMBL1215083
CHEMBL1809213,CHEMBL1809213
CHEMBL1215434,CHEMBL1215434
CHEMBL1215434,CHEMBL504910
CHEMBL4798549,CHEMBL4741850
CHEMBL4798549,CHEMBL4740842
CHEMBL4798549,CHEMBL4789155
CHEMBL4798549,CHEMBL4790152
CHEMBL4798549,CHEMBL4790559
CHEMBL4798549,CHEMBL4798549
CHEMBL1215623,CHEMBL1215623
CHEMBL1215623,CHEMBL1215622
CHEMBL1215855,CHEMBL1215855
CHEMBL1215855,CHEMBL222287
CHEMBL3325770,CHEMBL3325770
CHEMBL3325770,CHEMBL364613
CHEMBL607048,CHEMBL607048
CHEMBL607048,CHEMBL554230
CHEMBL2111791,CHEMBL2111791
CHEMBL2111791,CHEMBL121659
CHEMBL2111792,CHEMBL2111792
CHEMBL2111792,CHEMBL122823
CHEMBL2111790,CHEMBL2111790
CHEMBL2111790,CHEMBL333032
CHEMBL46398,CHEMBL2114968
CHEMBL46398,CHEMBL43833
CHEMBL46398,CHEMBL44582
CHEMBL46398,CHEMBL46398
CHEMBL335337,CHEMBL335337
CHEMBL335337,CHEMBL141410
CHEMBL3216211,CHEMBL3216211
CHEMBL3216211,CHEMBL471901
CHEMBL4209114,CHEMBL4209114
CHEMBL4209114,CHEMBL4204249
CHEMBL4216967,CHEMBL4216967
CHEMBL4216967,CHEMBL4211992
CHEMBL184514,CHEMBL184514
CHEMBL184514,CHEMBL122149
CHEMBL2111806,CHEMBL2111806
CHEMBL2111806,CHEMBL123227
CHEMBL195505,CHEMBL195505
CHEMBL195505,CHEMBL195454
CHEMBL125937,CHEMBL125937
CHEMBL125937,CHEMBL125766
CHEMBL341070,CHEMBL341070
CHEMBL341070,CHEMBL332766
CHEMBL340632,CHEMBL340632
CHEMBL340632,CHEMBL339040
CHEMBL331859,CHEMBL331859
CHEMBL331859,CHEMBL121874
CHEMBL4553747,CHEMBL4553747
CHEMBL4553747,CHEMBL4456505
CHEMBL4566666,CHEMBL4566666
CHEMBL4566666,CHEMBL4473272
CHEMBL491251,CHEMBL487508
CHEMBL491251,CHEMBL487507
CHEMBL491251,CHEMBL491251
CHEMBL169860,CHEMBL169860
CHEMBL169860,CHEMBL169439
CHEMBL29078,CHEMBL29078
CHEMBL29078,CHEMBL20226
CHEMBL2181202,CHEMBL2181202
CHEMBL2181202,CHEMBL363142
CHEMBL23836,CHEMBL23836
CHEMBL23836,CHEMBL23133
CHEMBL280178,CHEMBL280178
CHEMBL280178,CHEMBL23295
CHEMBL283330,CHEMBL283330
CHEMBL283330,CHEMBL263670
CHEMBL296603,CHEMBL296603
CHEMBL296603,CHEMBL26575
CHEMBL337898,CHEMBL317956
CHEMBL337898,CHEMBL281140
CHEMBL337898,CHEMBL337898
CHEMBL349816,CHEMBL349816
CHEMBL349816,CHEMBL290737
CHEMBL424228,CHEMBL424228
CHEMBL424228,CHEMBL291609
CHEMBL295076,CHEMBL295076
CHEMBL295076,CHEMBL294982
CHEMBL1229138,CHEMBL1229138
CHEMBL1229138,CHEMBL1223518
CHEMBL3323654,CHEMBL3323653
CHEMBL3323654,CHEMBL1221682
CHEMBL3323654,CHEMBL3323654
CHEMBL1830537,CHEMBL1830537
CHEMBL1830537,CHEMBL1830422
CHEMBL3215861,CHEMBL3215861
CHEMBL3215861,CHEMBL1851943
CHEMBL361915,CHEMBL1910653
CHEMBL361915,CHEMBL185491
CHEMBL361915,CHEMBL361915
CHEMBL363076,CHEMBL363076
CHEMBL363076,CHEMBL186815
CHEMBL2018908,CHEMBL2018907
CHEMBL2018908,CHEMBL2018904
CHEMBL2018908,CHEMBL2018908
CHEMBL84575,CHEMBL84575
CHEMBL84575,CHEMBL82032
CHEMBL89204,CHEMBL235360
CHEMBL89204,CHEMBL88609
CHEMBL89204,CHEMBL3216621
CHEMBL89204,CHEMBL328320
CHEMBL89204,CHEMBL421884
CHEMBL89204,CHEMBL540552
CHEMBL89204,CHEMBL541629
CHEMBL89204,CHEMBL544313
CHEMBL89204,CHEMBL545253
CHEMBL89204,CHEMBL558390
CHEMBL89204,CHEMBL88881
CHEMBL89204,CHEMBL89204
CHEMBL536285,CHEMBL536285
CHEMBL536285,CHEMBL251942
CHEMBL92270,CHEMBL327423
CHEMBL92270,CHEMBL91845
CHEMBL92270,CHEMBL543610
CHEMBL92270,CHEMBL554675
CHEMBL92270,CHEMBL92270
CHEMBL539791,CHEMBL536727
CHEMBL539791,CHEMBL89918
CHEMBL539791,CHEMBL539791
CHEMBL122193,CHEMBL122193
CHEMBL122193,CHEMBL16659
CHEMBL3126408,CHEMBL3126408
CHEMBL3126408,CHEMBL3126407
CHEMBL2111804,CHEMBL2111804
CHEMBL2111804,CHEMBL124961
CHEMBL333078,CHEMBL333078
CHEMBL333078,CHEMBL6461
CHEMBL1592888,CHEMBL1222317
CHEMBL1592888,CHEMBL188
CHEMBL1592888,CHEMBL1592888
CHEMBL377539,CHEMBL125511
CHEMBL377539,CHEMBL122317
CHEMBL377539,CHEMBL213148
CHEMBL377539,CHEMBL377539
CHEMBL420903,CHEMBL420903
CHEMBL420903,CHEMBL122321
